udp,crp,araFG_araH_1H_2,cyaA,uhpT,glpD,ppiA,caiF,dadAX,melR,uhpA,ivbL_ilvBN,dcuB_fumB,tdcABCDEFG,araE,caiTABCDE,glpR,hns,glpACB,fixABCX
205.78038070605737,405.2300436314649,1326.264921194121,242.52327697274686,938.6725827758232,463.6169504140215,1866.072910865636,770.8808870490112,2341.2252309653804,4288.452436956479,467.4049506547223,10.018871517645348,6721.607984202352,7238.185685189477,4975.926470585647,545.7153220396766,486.38753693480385,22269.625866501792,38.33167798175783,7730.689413691498
127.20598564661232,221.94320714736327,645.1658804364507,297.1272091775491,978.8614591502272,291.0609774696406,2219.870392971153,388.63567711841546,1044.5983014634594,3319.165593426039,950.1450897608896,1.1190774647835269,9064.850766809492,5468.019782716819,3180.849450230286,263.7809211602034,643.6198737618862,27771.46547558728,18.595256374980703,5715.279754401854
156.39067863713154,306.45415432844874,676.8306663746035,314.9338616753052,334.8059667772465,317.3640753594446,1839.5430361328308,633.9944313941497,1805.626967271873,3229.515772518308,78.7844870438053,3.596830098660735,7349.6597839656115,6498.527507097625,4049.8190136303792,362.2147014908244,470.76619381943357,17426.254231341118,29.535465463125895,8123.768840206101
160.91165613745306,334.89938488932427,1266.7884649452305,323.14396227941234,1445.0498390452399,435.53112224890776,1943.5216675563531,571.4412628078951,1997.5378076425766,3221.5983449804467,1496.1987197460046,6.960264993956281,5891.3219366036865,5578.864300908209,5233.10150568868,489.20162884469767,477.35801948573913,22368.09170400649,24.00301208235796,7272.303129071596
125.36839488583712,277.0233630436008,467.6397527242185,336.41883123048336,1184.9668124461896,350.0042319992174,2278.523487159361,405.6174065386472,783.2577173670514,3236.7216909492495,1606.7436736117138,0.9322587083254692,8679.902059542868,5566.624282769728,3727.001130209307,314.14079019112364,490.62108043400667,25289.227880584385,17.527526446311633,7029.073860908777
393.2830735898349,759.5924463389192,6136.131154647002,58.9558947811716,1006.397365585446,866.7906392785561,347.96234251796756,2078.7145421096466,5334.148938834666,5067.1346843465,466.9089489894689,147.78999925337945,3349.5406014484693,9582.602990111664,8433.882808791976,757.6479949060606,156.06361550112703,5302.24933942451,87.36729679925678,19435.28153785972
387.9173990333117,785.8799643975892,5584.023105981348,53.058345603495866,836.8515953000806,1019.5823520615843,293.5625239866969,1943.1994387012674,5809.001400441888,6492.38426016557,208.54270310951333,173.89142850148963,1785.3771867000946,11423.311837646479,8094.834035074488,798.4263596940415,130.64206799682214,7465.2209786584035,102.22578702206644,19023.81350825023
410.5456177880919,1134.17513232265,7035.754739281034,2.3442632694919205,1459.3161286542777,1190.6265981713384,12.572014400923042,2521.107400030424,6148.5736928928145,6262.247162262316,950.9904672301326,262.35752929287185,130.39480722457992,12042.503821940305,8941.084776449792,828.4630651123407,9.090456854189924,428.4981008068635,125.4502600117163,20349.267766208664
387.4119870720311,1048.0724061977003,5989.29960501498,25.60003755269289,1202.1443769328253,1120.2700270927828,119.85471087372127,1896.8561824717624,4574.5946620083005,5485.4278056429075,615.6083193816472,207.32856356214432,941.7169489758012,11446.503341288308,8161.785095661084,790.0645914090545,94.82463658822051,3273.714618942884,88.53064279327957,18113.788030555494
195.19104063979918,432.14060445714006,1126.1559958800715,259.86883473793284,867.2357198650619,426.0561955115077,1848.0340299313364,988.2933698576084,2428.7801738780704,4273.333801704072,728.7346098092287,7.536410106497747,8864.025122291128,8096.711628770834,5929.634528443543,589.785254828134,542.1519839900229,20014.540491828793,33.47873488033361,9700.70070098296
16.877529025952374,84.56555138204878,69.11299061171064,344.1209605217214,937.9144630004262,122.23408038565174,2308.155528369341,167.42546542264924,221.72293539323417,1823.6336362329791,1543.8897390207778,0.030396482073241724,9371.482044223769,3130.8631783093438,1745.2504686672892,175.37486404528235,580.2212864258707,24925.642171729774,10.494731577750454,2448.347367338344
288.56553010902746,567.8223400506394,2924.329823479695,229.0948639698291,1385.7291282899102,550.4534514163566,1122.9011418137131,1031.4680529011348,4799.589344054787,5726.974435901736,1333.4220934383204,28.5440036253723,5013.241402964445,7370.564329283809,6768.830374828447,517.5129753162029,322.2579641460058,15910.023582878472,57.423233079684074,14170.090116911853
285.903021017399,623.3615924087958,1925.0597208114827,232.7823014979994,827.6240090620619,662.4021725714779,999.3502328378556,1142.6633750287358,3265.288728034,3927.3792348513584,396.4300880979062,36.4310687830747,5479.365246668744,11476.366951248183,7230.237071341126,493.00580177683815,388.575881984564,14074.380506575584,47.168289411765144,11314.166590842871
20.146601408536238,102.99616313340557,108.27634930550451,343.74761605206487,1030.6558979007807,123.77632359491928,2304.510396018516,270.31782704936376,271.6168490047418,1560.7822853819573,1514.8604218467372,0.049307619050931305,9274.807065837329,2653.6929289161985,2159.963775211334,179.94422968640575,576.6367753543046,29632.92534157719,10.987206816016887,2493.304032961373
70.30058659090486,161.69133059741986,289.1404482585498,338.379223181329,1308.5095240225667,200.73015265818125,2247.382878376075,278.3194732497078,784.6188267902278,2686.5834051529628,1443.660720368904,0.3172259880154211,9067.381307352729,3644.6373041181823,3219.834364062633,309.87193862139526,654.9864670159344,28414.44114716569,16.813887571158045,4328.537853099882
262.35672719669714,282.8610646496022,1661.8014176075064,259.09953712184097,897.1526356370239,433.82353054829866,1813.180175805148,854.7955150690942,2055.3155532136234,3638.058912058565,1133.609602690463,7.7646545172772194,6201.556799716284,6032.122480462578,5104.545910846895,488.868077467101,397.82095738718965,22329.21990044276,40.936929371937204,12351.767133594909
170.4007976522773,283.99156914288193,638.6065169264014,326.36223713565016,523.4807173348922,357.55509166470614,1977.750342191076,694.8410252365691,1360.0581695548694,3914.245417021621,193.89201643976315,2.4242792722976145,8727.574742736151,4293.833523672359,3842.273004025583,416.9762788044072,607.033207246457,23806.789350969222,21.638577770974088,5972.828531654528
140.0299209851317,350.6655494811454,1082.5884901303434,289.04416439264025,718.5073617108258,386.20322034008944,2069.222406096984,460.5296712576289,1656.4537312000734,3675.428978203607,240.54396656182757,3.1028823256628093,9018.596507720655,4305.8248634384445,5002.929971770702,427.7428058117904,463.5338530106238,22868.53200498328,26.272902789261256,7887.321092511514
399.14706767328005,1087.4862257064156,5963.364048218158,36.344660292826056,1603.6391058503916,1027.7383889614894,124.60703943292879,1962.0502620475504,5580.9680353546555,5184.877358070248,1393.7021036141473,226.82436184413453,1197.7811797477264,11608.810102668056,8655.56448881857,735.7350882921578,86.73840718096045,5414.714586697417,91.92814943129207,16921.966877539857
291.50589160028284,596.8441416443043,3081.3166903109723,252.47260832432156,662.3861617368575,783.1553770037738,1259.7903009589365,966.5724129319592,3737.391999234917,4035.4360575958613,235.11423430938146,41.3003606077386,4356.77905327809,10752.398616558747,7339.519271891084,519.9241802787509,364.9879470391922,16511.269290840657,53.731924969077845,12896.340262999567
356.0414919390101,713.6749162999852,5515.684610285545,95.59568876461802,699.7883488458027,817.0667755329922,519.723700956102,1281.580632363861,3434.463713497349,4842.166919336989,124.63032677142564,116.65559459218157,3288.646241840425,11440.611826879514,8462.17124442729,583.1956672562413,205.3198736193996,8795.484262587997,84.3473435369563,13354.641999598922
305.11882157958894,920.7436331203396,4630.267357238544,62.7559663431982,1209.6112463557092,871.3496421509584,323.86677180884317,1835.684896525376,4911.322067631048,4681.667466941071,591.4091254385996,135.17425414315895,1901.830438292532,10803.180340614434,7088.955743277135,685.7420354759256,130.54094209472976,8162.165259890225,95.44341844945764,17461.386082340792
375.6369453467462,908.7870307254668,4687.510221074019,43.56854661748951,691.7488932269397,1107.0969006864814,213.82465186995861,1961.7970308461834,5697.320546486968,4981.778733774662,96.9089319538555,133.37897618553538,2109.767170605089,10258.696864803009,7526.927046538438,801.9868181221344,100.8693544864767,5732.831169033711,96.39089905228563,18982.57055045843
23.559646607452148,123.58381055204056,138.7414982219241,343.1011719475846,577.7706771146137,175.01167176842762,2296.302247780922,233.18467191558585,312.52465358175436,2153.4043617795,279.57567400617654,0.09152843579895233,9228.498870537034,2728.5768951541736,1919.5668942863101,238.57204884284712,625.45693567681,29564.1254577148,12.756621236443888,3296.090701028156
153.33643475478942,344.8216909898072,922.0920321731917,327.78243148086744,636.4852435012656,366.24893117236013,1735.7178536699826,685.0493119530203,1297.9117557334093,4019.846981164449,278.28890605306685,3.119188243519805,8398.80965948165,4492.749063449525,4271.320811997305,450.00885448039634,519.1362303380007,20662.588671213027,29.78554035183908,7433.788958167036
99.17491171008272,255.70870502384116,636.6506497201385,322.16521017683743,1278.8068704943767,354.3923369190555,2206.447735786625,444.0763467983304,1367.7819305878727,3839.3481727141243,1380.8821418999735,1.9663325546561208,8805.368781122068,4466.085757389733,4268.043529172511,289.81028134569306,568.7283032174131,23121.669837707417,27.423286637633552,5212.7386676351625
218.6069614738631,477.6030247619848,1865.632726237637,209.44198428911116,669.8941360421169,519.7364850422762,1592.9417329221012,758.6076131750142,2484.1784191051474,4576.334020585425,196.93506424926738,11.410277949074848,8087.668024457941,6898.2066665758275,7403.723119460142,408.07055427276293,389.75569783038986,21469.45066994825,35.11681330735798,8562.549428564336
353.7322861044628,643.8622469662598,2482.9510426658976,207.56734832166202,919.7442376247452,797.5111139034468,1409.4549533642887,905.7392404650354,3250.6597862722033,5115.4122614450835,538.5225575629194,41.51163659174272,5985.47779010396,8270.269010513159,6320.910853741922,571.1340166056585,364.40106863601153,13796.84188597223,45.13178533091053,10534.489243302243
265.08639913048654,652.0026523807506,2641.416928698969,159.80387175588174,904.9541786535733,763.9901546185994,913.9388129525636,1203.703188974375,3273.5063166489936,6568.955094714879,611.30372045069,45.7613159432381,5099.792888231107,8878.54903557163,7069.976482742292,640.5166421528395,324.3522400811036,17300.41720918429,54.22541278894721,14187.409597557042
399.78584797254035,1026.5535607629622,5845.866082233709,25.195386084278283,1106.4379751386537,1117.7137618594668,126.19361717211993,2109.709328895944,5934.641342556652,7445.250596708454,733.1667555419049,191.7938272233017,1033.2931349821924,11589.581735170512,8715.51767339562,786.7860184033842,70.65735425357437,3698.933525214645,109.2060883703886,19746.78809173211
211.36711458844968,395.2751309060858,1101.3410813416847,306.1790611372135,1314.5899712440867,392.6509776166102,1824.479061637916,611.2091341809759,1884.7115626392392,4157.978507594268,1035.0433487084558,4.678257597335676,8726.670168163173,6928.445774760905,5844.145584637458,408.4896359536878,472.6099251999038,24805.229149238297,33.44262253581561,10121.867607329406
0.7870891702544511,20.529716637651735,3.222232241749712,344.9064882381482,803.5868192835582,20.334413986631105,2316.4384380372103,47.463778196561,10.405319548907006,707.9848106208832,1522.1647758516197,5.856149112734741e-05,9466.666384787992,599.4587420814017,357.6170445168282,36.229344983582365,675.5774794389079,30542.006614107162,1.7201459033297866,390.3750487758889
251.18320062004355,476.3660022391765,2439.7600748059776,270.62830688505943,712.0608270585193,510.1599846057907,1611.2498367967514,857.8281658960971,3338.743931071017,4511.840222627902,213.52060169732036,16.327322007984435,6775.959266747086,8262.602811728102,6538.840435335576,562.8474093120453,450.64037932033165,16816.054653438863,41.479318471287066,8887.164326014137
201.8782449968176,452.69365789018957,1878.8895695044837,217.27423964446479,1371.0157218001425,585.2616230782186,1141.2454345290366,773.4951302283204,3393.4230196406706,5304.770345015581,1420.08302090779,24.292122504631266,5433.629112813888,9641.233406360121,5361.512390076125,495.65899781826056,474.40306029118193,15228.176664728271,46.062870825538,9832.85882702006
7.733157353167796,67.27614432394718,28.575210860289754,344.72874063839066,843.05126322709,71.70643407083548,2314.626855254913,125.73107338480948,78.45155086537123,1188.9994980581425,1359.7683450785096,0.00320284589010251,9421.239397306394,1756.0677559815165,1197.8833127880814,113.79864349788818,645.3545658775249,28759.5763195306,5.771886368504566,1080.2929442121856
318.12414103543813,611.3274151684043,3471.5474325696828,156.11837699201251,821.6391209956042,615.2770558219754,1011.6544924028664,1125.7410228202918,4483.397534743005,5391.6260138394255,284.27200062844486,55.79406825990406,4689.905526286933,9547.665223867187,8472.869459096544,697.1832050198727,279.8210794551676,17873.06988584007,55.87714215982265,15247.434131184982
226.14771747574798,561.5086212400653,2617.339042321073,275.31311555274397,490.6497354489377,768.6350147317693,1495.0480914341433,662.775493414541,2383.7972799980107,3574.6091220281237,52.31768285280596,17.815430392927734,5610.14808454908,7767.613441108228,7147.387716758504,459.86059758847284,355.2903750853505,17581.75484551833,55.173669775571604,9428.238567917831
298.96725611487636,813.3307963771646,3322.022705511998,113.93718060910156,895.2742368089203,876.3284811082589,592.1551667288428,1677.0638101729064,4753.739031019416,4328.823668577651,470.3162529334636,73.70894249894741,3939.805696595801,9680.179155702952,7879.336109478043,622.287892843213,279.3620711907513,11084.17089957395,63.20745303552189,17151.188283584743
243.4940112068018,493.65417657732087,2234.883901973268,242.8015507500331,837.4094361939187,637.947644372202,2024.3696104183764,733.6967359113962,2511.234643457421,4360.582947026644,304.43505330777987,18.61550777510305,6311.466133201883,7226.244477651804,4561.174031683688,530.1527918131738,368.54885345717133,15731.222726918177,43.244278681338244,11240.808291982235
282.4357789902319,480.0373880200946,2200.4015996002786,305.95609068169443,950.4475926224437,363.9687588943611,1341.3043825078012,774.3826514155704,2961.7363852576605,4713.0744870860635,517.7185633686837,15.960503305270596,7666.248255001474,5070.459176336866,5800.56535025979,499.52268066007963,428.6406971859478,17636.910067596124,46.388991798507156,13013.849954629752
343.7090249047156,686.1747981083922,2973.738331092444,160.75431608580618,700.3682119994593,758.8570433661708,947.6647710378596,997.5517710061908,3588.348484766806,5236.912623797713,178.21288979639684,58.53529747825826,5903.749339219453,8817.750783630707,6295.859462597066,612.7888980220459,326.7305738291689,15022.145624575469,56.67218162896511,13269.048567777458
269.1795592684644,491.92226188386536,2221.624851142353,248.58513201255283,1442.0102121321872,545.7350712352771,1445.7070087098346,788.7362835436045,3275.020082771632,3478.0475690078265,1239.3986401846187,17.541152724814808,6690.252160035861,10208.80308343135,6059.886167038305,647.8664086301224,334.4064931773372,18130.854598005342,34.6239820070453,10941.245638224664
399.57192169836713,1089.4748595575143,5817.263008363958,27.098053260409145,1425.1377371713681,958.8102787175853,97.37021334865679,2227.9193976880724,6047.7209328734225,7411.298214258225,691.8568493752186,180.04570512476693,1046.1043082750452,9405.124042457393,8629.691545734313,791.8791849513045,73.52995396246723,3137.208377344662,112.92959788950623,18390.80920229731
383.1970646860494,918.9593418762528,5597.634769442643,72.88676404312649,1175.152031985896,1022.8220996603668,221.336795251867,2084.531320697117,5173.788169077843,4765.751635204588,1192.8311646330396,158.63664323894858,1682.5861174334134,11227.417889040848,8195.180805123791,657.0870802300834,184.91949129199955,6821.79826162125,84.63872508241953,19458.447537409626
189.71605710278192,474.4238114478795,1603.7920285145267,251.3437707239896,476.0543839557872,518.0379555711069,1879.5211619664765,770.517376312979,2862.135137149187,3912.433374796356,60.35663191513503,9.423556869315183,8438.766094264922,7613.215421658899,4884.411754446433,383.1765030786788,570.0889464314766,18649.86810876644,31.05040392463057,10532.282040616321
174.5670811734671,335.57673659474085,1121.1472831014012,285.2758083879896,948.7397873274167,348.7995391050049,1796.751992536824,740.0290723114358,1386.0101273136975,2758.185159729569,811.9455825848436,3.8276057010547233,9096.309077865899,6663.187904981534,4000.38586125544,358.78850707632154,522.4968883613524,19208.406144388024,26.648121484833247,9135.153570120401
54.82743838197113,182.02969260303055,356.9159827503438,340.57888273097694,928.6831409143804,178.47316694034146,2270.1395839645256,464.7127615934191,663.0129382437824,2360.020892330307,1335.7301408813926,0.2653389084253695,9064.40663383746,4571.552114158474,2767.0345435312875,298.40322394786136,623.4048047068437,27331.703385642817,13.863607781514574,5214.506168853211
93.81112829619906,237.44847288415104,385.6714284757191,330.401516866388,911.0493425528928,205.92510339933847,2223.92747941781,284.4747749418872,880.036392873438,4145.269673378045,895.0944622488248,0.7714615994287372,8385.497327875142,4956.5698616583895,3191.3799773126893,340.91090969231317,575.7887538036206,24734.762944519374,15.976508328341286,4982.760540106465
332.2302626360509,582.7029220903012,2631.2433082097127,210.5720230786393,1217.203923122499,604.4290073452396,1410.8753258351105,1071.4176358080451,3567.382315660749,4984.7697907015945,490.6768373188678,36.29585106472695,5044.366041366569,9514.814861752353,6542.319912602615,703.2881192439958,326.4765018861524,13509.2115595992,51.90764617065837,11149.44738960318
38.45368460618565,132.06042818858657,158.09229820482417,341.87927534177174,213.89506502666327,193.69570482660941,2287.4588457265118,262.91693392765467,523.2907547505253,2796.348005494235,67.63495248489212,0.14500791463832144,9115.573207088484,2911.6341971413426,2551.1910890090007,207.94629982231675,611.1316290844097,26174.86791073003,15.239560249125665,3328.172414419307
359.8589762232097,779.3347068738591,5365.8007900168595,82.47032408711844,1539.913292954461,943.5659489867528,476.02883444792593,1356.7581172095752,5071.950391883547,4994.9027877627095,1501.3084420151065,151.6693558840714,2469.8378556244243,9910.926322097568,7227.877882989427,608.7909066220911,250.10569386259186,9942.068135452622,66.32381608210147,14549.995717161086
388.55069768209364,912.8338344891143,5668.7147166874365,48.24150906285138,1373.6071082960584,956.8486151161172,232.1901204094729,1737.306696002214,5455.102220187542,5316.347436732215,1042.241251941799,174.54110049982933,1919.2621773119242,11568.268188784943,8521.32297722088,715.8011426710599,150.97935031614162,4124.783571795045,87.46123062424994,17425.459165663488
402.66387420814414,999.1510863436057,6044.681910827416,19.138853846613788,932.2525740292207,1157.3771084783416,64.1180872388714,1966.1114427918897,6056.882829535553,4933.75309182386,210.77198244173175,228.2450428661797,962.3803330566933,11370.192599996624,8828.099070314063,802.0452948894343,53.643854060292576,2570.002321910937,115.41618457825716,18769.90499407758
380.82769439357895,598.8922642238875,3594.4043062317864,146.7554148589646,559.0773550988548,666.7462863241819,619.7444299711989,1486.441459048773,4883.617984502274,4947.6050779334055,23.436845642267155,75.6626187687075,3863.388349608276,9228.99746976613,7264.763872366421,739.6460772642042,181.5988697645768,11468.320352693414,66.55930441929576,14501.087332183379
246.3902742552763,681.6679749424194,2957.0631425244487,193.501960785078,969.029076530461,579.8618811260652,927.1482789378887,1270.4492857261448,3377.8421059647453,5279.784279909137,567.3107853184256,43.24227561865588,7297.519485309519,8368.598277327748,7086.7628824027515,621.9129427807524,399.6370806747065,16097.929303656812,51.2784863126765,15043.602403868372
349.4119818046323,969.9432329639976,5343.733929683154,37.203943383322894,1291.3765565409026,994.9319994543127,133.0620038172579,2399.185120653197,5996.458948406125,4907.349124031916,716.8250235889677,180.36961651800289,1960.806552370362,11145.50133442376,8168.766104092005,774.9374404132218,98.50294139391079,4337.031209204085,105.45749396211178,18929.30437935125
376.91141335121165,828.357821981656,6297.750348037232,52.531609779319965,1288.2279320783784,975.9422853748224,259.6797208933031,2068.1678014622407,5621.611712270619,4114.297338190747,879.7342823729671,197.4897383915306,1551.0870984582714,11563.45353973023,8359.028856012252,777.0177009927739,116.08413526540888,6161.230283569171,79.00812885305164,16666.570124901828
404.12315784093096,1094.3040610092057,6565.119795982983,17.94709505602386,1586.3941511773776,1163.6270177443528,92.74957561504164,2120.160954525014,5941.2594458833755,5796.938861178692,868.5863713150069,210.84092201473823,621.0443392434282,11786.86684919686,8816.105675844248,811.8268182939488,53.61404838880621,2562.963401108839,101.19401118904956,18533.880560419107
398.8159345001205,865.5652708260817,6106.285914586514,32.574035180520234,1550.7036392745551,911.9767170688106,151.07338297052436,2015.9863203840825,5603.551818713594,4638.2912344442875,1143.9360081840891,184.73333932511352,1527.8185480824432,10280.280618983195,8047.806938866627,747.2639576445724,146.77635271849968,4254.0300264769485,81.89409648527804,16078.116533814837
63.21074941364748,186.49932467559105,299.354240124806,337.220967377355,553.3716840393241,199.99292830131432,2230.697237945978,293.0757461031611,650.1536247117333,2125.8348301534666,177.29412689294887,0.40477289930467336,9116.742140467566,5182.874566151255,3306.0125717559386,376.1376044541535,556.7269967733239,22393.56689941506,15.505628688874914,4063.918425295977
359.47727885818205,538.4169836609045,3149.371020979143,216.9675748642656,1341.17798256304,783.1559706046727,1047.422369038266,1034.9768104629443,4609.7997645520945,4080.603817778746,1531.6372186001224,49.74044681870433,4940.325404720222,9524.887409118754,7324.511514137062,526.6627633903497,318.34689900205365,14087.670999574311,56.43232228351394,13032.249442898088
