lacI,lacZYA,crp,ebgAC,epd_pgk,glpD,galETKM,dctA,ppiA,fadL,focA_pflB,tdcABCDEFG,caiTABCDE,fadR,gntT,tsx,caiF,glgCAP,narL,arcA
6744.59786559306,1138.1978766215534,46.88330068817218,4951.0615725255375,1018.9545197187599,2368.0357348366456,903.8358252080483,125.27206165162514,1634.4495514821372,528.778458564863,691.8538697727914,6889.856849641681,3887.179833196809,4317.3463894998495,7798.1742928519225,3823.988487697345,238.06672038469338,4852.341867093789,376.27529550510314,845.1266099864798
6402.19775876695,785.5366933444652,68.47230208790594,6393.7857500909595,1181.2466065562626,2948.87195288963,1350.8830926671499,93.42827914629692,552.6384421930807,676.7050482581883,725.1315199862015,7741.314149531116,3384.164395897625,1656.131336872788,16002.404417101667,1232.3148769458376,298.3952163288545,8255.218159802323,475.35753604290153,919.3327919348272
7498.252881978977,716.5019748275322,73.73432289260775,6390.941935460607,1199.6028828804665,2973.4486833722444,1424.0748110020127,16.262304555002068,372.45253684024635,825.5641276048882,1106.1441170834023,9613.29424587202,5421.572129950368,749.3803084803174,15547.961160207893,528.8436591649031,443.8578154525722,10026.370014629558,42.50824405600653,1100.653291149874
5420.15897397576,334.98327708717954,9.087122772174832,1885.0183891447928,129.40375058311372,326.78537105323005,449.6936803666383,246.68057063429436,4086.680857156999,787.5786390499602,574.8936429098741,2618.271756708905,1816.4049859333704,9130.026951125106,39.669296894675796,7759.522989717737,66.01309874380483,439.31448931626,377.7930544927888,1078.8305931263046
6394.170987785145,910.7201753667543,63.76834065470793,5480.819546735688,1159.4907452538769,2919.070767359488,1420.4003090536346,251.07715542226063,920.555113731828,462.6592005403759,774.118221819742,8723.425002582704,5275.8532290786825,2866.151344988314,12861.104192476289,1461.149269228584,258.4959226538522,8370.937571152626,251.03099944618918,557.0232445570107
6574.354870584348,13.633412683557856,0.4553488203309599,85.70474822903181,0.18028417270825245,0.6248053466501264,31.641176172930013,607.5713786539046,4517.534661188881,946.9820508513924,301.8443047213947,198.89815620784063,145.12302525298026,9786.073978224871,0.00010065860772983438,8001.629537166296,14.807604586422176,0.6903801153246512,257.7050250335306,371.619145233822
98.42868142874687,1830.4413116214614,76.13835927652505,6399.48627919864,1190.9358982697602,2985.8899437422456,1415.91195275332,85.55669593919569,542.9487837998229,582.7304657138086,474.1824552974378,9234.37824120124,3780.7087916214014,1506.2294475295419,16194.016006196509,915.3183064750124,110.36611307077119,8829.12752600447,1662.600288001571,545.7639936199605
7573.697464556598,722.6200308469383,50.48063343117832,5999.732803035356,1019.80686891577,2868.5678446302245,1259.1283015867468,167.94582127713102,1505.7223965496885,561.6863968417937,1103.8373770410803,9106.170398662402,4906.830392394136,2701.6751506457267,11212.45299857102,1950.9396070204307,478.9675493563102,7093.188071443915,19.793248267212398,552.6717393192322
3357.9483306719812,554.1192275643397,15.822817354013793,2315.220069955772,232.6122687296367,685.6838150438549,526.2644200762982,343.4964904557426,4002.3628237705616,485.42036491687173,392.0945576992266,5077.574413686297,2191.0124450112294,6808.3572029578245,158.13794688794,7708.695909210045,51.362970387948636,744.3640340815297,1026.8788340805547,355.24041769141036
2988.9113970390813,1199.3897087112268,62.71522097035802,6147.6390347493725,951.5272711726567,2273.121900385123,1355.9041580370151,453.4816296431212,1485.1147994903656,629.0146731710939,393.07843224910215,9087.24974682992,3773.035010035925,2936.930851927231,10384.750105452516,2299.261461751881,150.26316489284417,5998.518643933221,1086.2405543988496,123.00806521540231
5784.483631399815,761.1665021579931,55.688709727464335,4223.376025085452,921.9164333774601,2435.286267718982,1214.2105482144318,201.7914985993296,1557.6726239171674,594.0095803123605,744.4630108972183,8331.333834955747,4206.669656691325,2687.7489724716197,8358.390007113583,3047.0468528016786,204.15399462383454,5256.581870113616,325.45856640294363,541.2156404672696
4626.520817963753,89.09276242610744,1.929398443222376,356.60976157656546,5.068188725261561,14.81605123487717,102.29562504309557,377.03909943691457,4510.485632446121,653.2999649924516,344.71321543594223,741.8828996105271,367.3988246451223,9558.579255462771,0.03920902120435001,7989.906572933638,15.646474042846856,10.793558740001624,800.5970614128232,803.1665664765715
1912.2086873315006,816.1595135349345,19.918699756250206,2746.717999049919,318.48514566263714,1025.7879133407644,616.6651062640976,252.0241481145618,4087.824116738973,773.0009829480061,540.2601285002988,4024.399540921355,1906.5509807806968,6733.579592113216,355.9275611333668,6940.131885533902,56.717000693587686,991.5601051813941,1040.9764488432666,1053.292724442704
1998.833248310364,1518.3232448690628,71.48279269529728,5595.92898914099,1096.7362289952625,2779.497168453126,1431.0022083559866,200.30616428019962,847.141667658648,597.941881369635,486.17138699379285,8111.5292969231705,3805.125443378709,2774.220168246807,13902.323865429493,1730.3437771126019,153.78099325276958,8670.726651410112,1522.6965061006952,429.39877234630546
7267.594346129384,408.27416837895584,20.09251745759721,2483.0121514363277,274.2099917630382,735.0498380393836,604.031466129083,340.9231819011547,3765.211695753654,622.5386564096474,652.4386362472413,3797.2033362060242,2613.5884653735834,8020.9736691318885,201.5765839038054,6470.987477589856,175.43741836011085,698.2516472640795,84.0264478912127,603.8618868350853
7091.828214883039,85.15907405554044,3.002772712619122,706.4434666306095,8.836948491819502,32.96996692091589,146.57264948465695,937.0515615793644,4502.49784991346,768.9938172108285,182.5617203122769,1147.5387730696273,715.8008526316922,9583.802878811372,0.16794132060501046,7975.961003620927,34.11134631507731,21.978225951939624,139.21822863054803,97.744542291345
3259.3026823162395,640.8463040172782,14.639019033022775,2447.5330472498035,263.14549605643884,1035.1454884403477,755.5358466392184,451.4890445881008,3648.5269679931075,454.36665699608017,374.1239547021487,3946.367586348792,1952.457040109094,7038.442463879143,269.28035206235717,6957.127774620978,55.19045229747962,883.0139403618233,1054.4533454588436,401.66639628546267
4696.0453033057065,250.81308183176228,8.195945571578427,1382.9531030359956,126.96952940716182,261.44237716734835,457.8453635875498,535.8967079047077,4241.242539574233,440.66757772696326,441.3963159231637,2587.285422834475,1866.810856303236,9272.263452275914,18.944348683209526,7813.1038560098705,53.23252082608597,226.74193601381984,766.9021250671426,271.6188817960564
2337.1810127375697,836.1730110836867,30.947438513244208,3363.1078154214806,543.2955465367456,1932.8633283722586,1012.7223823947031,157.91983549247288,2759.812604597481,636.7990031058944,456.1722875889212,5870.2226632004085,3221.0410761275,5963.027417843736,2274.941674117717,5883.31322751957,134.0249912391802,2214.190739224413,1013.2995027109126,1080.5681088265776
1088.999190934342,1206.1572063641988,53.15130733305626,5881.394506162221,861.314420003441,2642.8664064810932,1379.3453736816186,201.46866621735612,1409.0406859378197,637.1787050814565,455.58138235214653,7501.806212778881,2986.242030987583,4441.114793565676,11122.299151310985,2879.490862800307,88.18873634656929,6491.770158375195,1362.8765504480282,514.7117725089662
7661.870555856509,277.67137805105045,13.220052991583511,2158.5804765387797,187.547127092934,520.0816263197149,613.2121307371085,491.64922009223096,4277.269001743487,761.8743806540898,449.16595153327376,4436.861498213254,2716.748658598406,6411.315608862647,75.20413344514095,7366.508626500641,123.88244036287279,540.8428758638346,0.3996207195040317,257.40268724592806
5772.083150748604,189.34056702427966,4.333652426159921,934.7979134639647,25.394170645959786,61.37362387946036,244.41344018771625,514.556349086206,4475.338416020501,803.3336123170433,265.32064994265164,2241.3243638942417,945.7584140194858,8085.278149740084,1.6055042038228802,7915.915558278991,25.784622414205998,65.9909862245621,556.2702607740207,300.8502459111526
7308.123075505107,592.0985852190314,45.843827516557475,3838.825314806433,873.1811797227015,2074.063820897966,1253.9568860339646,161.73258464979062,2071.7806464635337,531.3469493193924,766.1442947694306,8697.868938717698,5215.762303467891,4899.461958840054,6731.816710030317,3648.336716623282,299.4887333791075,4884.3502818243705,127.23628013024998,665.865774878057
3686.819109410747,820.0451603414575,37.216871505774755,4186.102291751518,1013.4476016069904,2697.3586509894885,1115.753943769483,280.7887281855879,2634.2788618409368,720.3729736356944,512.6378948857083,7537.996998433209,3239.1311079990446,5072.813122877227,4805.92743239579,3822.9718661045613,155.58248144562756,3585.215135202396,896.8860904259242,401.3793997042784
998.6158841429367,1312.1294830951795,45.69831976103959,5459.3099149220725,847.9987481979782,2886.0437901305672,1422.97907236565,241.4608895684971,1855.0425824819831,644.1008030047077,309.0741902454885,7777.174085365912,3236.656788035421,3356.3026644818733,11044.597373041797,2536.55305326531,97.608934560051,7216.753434444527,1623.6817670401294,238.7163408944216
3889.319611818031,785.2420207181059,60.842938433842,5909.292902700335,1011.7543467053849,2128.8564353228467,1345.4013018658356,94.89872785906852,1140.896055800125,629.4042158683793,492.54611716690596,8076.118118200439,4411.673711462955,3197.2986190132174,10437.297411512664,2753.663423676046,139.85970259137233,6668.526649746996,852.6997500483445,899.4409275381162
7261.628207333477,705.4528792460425,48.48581945598463,5860.95621193639,888.1563416304555,2790.310502540141,1207.3827494366906,165.70061739408578,1368.2440548007567,473.0914136397397,890.6757482809588,8925.846279485955,4970.4544420093625,3567.479291496731,10703.394768436954,2134.062149491241,337.2048968115503,7791.464126702306,155.61267952966003,576.8444726715328
1724.8258284318558,709.2776014280469,22.72706362072055,3672.2977470626497,602.7201601786921,1147.0929734965293,831.0921200698808,197.46083510787034,3630.333461521693,512.430859381213,485.7180939663971,5178.413336098384,2368.9719393456853,7129.2862978360445,709.8717341825976,7151.063585668442,74.04462533018332,1455.7028323969412,1560.465094052371,841.6286699682756
3228.8226563030958,436.64128859764486,14.630298589639438,2584.639452873541,206.5704007343189,542.0294314376616,625.214937206903,474.4593260819872,4340.364674919103,880.1274842988292,322.69166563129744,3779.5994686069207,1634.165100959027,8977.606269594622,123.88536114237067,7590.641939641967,50.949928590001704,602.7752285545397,792.5108337266504,541.6159041315667
23.92067891917689,1863.030445543705,78.87944199945305,6488.840739612877,1226.7211939196925,3036.868361459099,1466.6786245196865,82.78832617471245,115.54219979227464,830.7879649832588,471.38871279141915,9983.084462365392,4683.4790441326395,245.93323094099392,16731.337457659745,227.92663214534042,99.69297626977026,11242.124575175712,1681.1943723689606,629.2439682757156
7425.737660990056,608.0817334962258,76.3388740403752,6443.77171645839,1212.808827677983,3000.8956930093946,1448.0501213962366,112.43343233154049,230.6533927511371,882.8609641311212,958.1104171713536,9850.111031543353,5286.5794530938065,625.0341932405984,16008.383693623704,392.5371717894304,450.4265859040353,10766.903600535894,75.40696987338879,634.6855540412944
285.8330452162942,1642.0319604388196,68.40811445314141,6201.53166536847,1103.700893897798,2831.910306360116,1372.9970703244032,79.10293495597067,1036.4414328676157,586.5495521154018,442.3695412524745,9484.241266912004,3999.1804138220036,2096.591585240877,13266.936836148408,1147.4768360287394,133.01855998299794,9654.651582508426,1605.098995670628,879.2890172573111
106.65844020258922,1225.3235565716534,33.70691537379184,4184.492580196429,746.6517759867354,1635.881454345967,855.4745109838689,211.3100754843156,2997.4396110931343,618.970416375078,422.64028340457014,5808.798394963409,2990.9838669752985,7443.27185511256,2437.6191904872658,5585.022428263372,71.91935320921641,3686.961318764168,1668.8097887377173,929.6495432084773
7334.742050021043,259.4948743523142,8.606055547360565,1466.7570079920956,80.0236983115051,269.98051439036755,361.6972047667556,923.4028680286227,4353.727543559348,612.4968144507325,178.30321048518462,2178.903197899657,2006.855552207851,8964.87144591727,15.921484158609893,7761.445178604441,92.36887023507728,206.77686176167938,72.0910283843839,29.42435572986659
2885.485057986384,1009.7531030935362,54.57784054839971,5910.034916093526,1124.1173195418426,2894.5892487658866,1278.7687210500494,206.3023684812772,1786.0936569824376,536.9278327644397,386.7321800968251,8480.741265568595,4517.775830280925,2328.1823767756828,12706.503193888391,2010.9156901841586,119.93276849206148,5648.024809469939,1425.1935330010922,312.3480431372289
5187.6453281833865,326.8825887546985,16.112367184241876,2978.6609855056,219.1212734382224,827.2427230242505,692.5761481452016,405.23643073094667,3788.8980281690306,513.3468658922793,486.6663121224974,3959.8164263014783,2238.7426743533897,8795.682178185678,170.78731810789503,6314.0096403687185,101.2902257173972,691.8533017227063,310.4785362953649,685.6491526880177
6353.790474286757,648.1169949350023,65.47124016255393,6249.549114224236,1173.242347126767,2853.2970705120433,1418.0493364521344,70.43262561776002,749.2111274976668,485.2967169187906,971.763419492912,8720.94608308395,5195.375764374852,3010.782763510552,13018.071974079308,1281.3795058141632,269.62068584336413,8718.755049643207,164.43114898200054,780.141886830074
6455.207275088359,410.1776580614617,14.305753057424814,3304.425701898136,204.2785268363842,733.173638458012,681.3927855947409,903.7554670924646,4337.927546340391,709.3743224418325,319.4478549474456,4526.687117254106,2829.9325591814477,8048.088466242138,132.44987860037608,7648.736208794577,140.58367321097919,788.917201313071,207.19663993562224,69.98268591013075
3069.3050546959525,1020.2008052633597,50.16953625655807,5926.387448473914,955.4903834569427,2494.4522202570256,1184.778960892697,223.39589134854054,1433.4165259793274,490.6225606690001,422.053411144598,7796.380813466833,3883.498763710166,3517.114047539627,9573.633805060792,2809.1995556333427,143.97809635516413,6294.6764108764855,1200.0984946137214,344.5928865585824
4726.693437237624,615.6090334105194,37.68739111342967,5745.143836432269,807.4065543506209,2008.6423986159725,998.823981286388,93.71955636886385,1996.0068636081664,550.4457616019266,840.1489796120921,8303.175678942356,3797.3481868288573,6114.984960553248,5406.128125236433,4130.600038708548,204.1351982904633,5174.687431600077,678.6439566770548,1132.7983020975164
7609.489005915637,404.61155616195083,25.867890105413075,3492.661025899917,460.13201093409117,1100.0988077487773,1003.8854786673185,510.8063787700583,3976.5666995383895,533.1141209613395,524.1349834821378,5658.706433836366,4570.059674375266,5797.617491380119,640.5214224367655,6482.480871019191,226.3576177938844,1639.0463044189485,13.256877817275436,178.96180719802342
5657.01754469472,81.91723019194623,2.9708210217054893,556.4799964501232,7.557859571578604,19.360008139844087,112.0122430232749,928.3230526026507,4504.943176228833,610.9459672849953,62.651878486933356,805.1049380555522,515.5459112563361,9493.736233728572,0.10792969060968306,7982.521260046447,27.65801548017179,13.753814319935517,185.35070197890133,1.8475545125560584
3181.0941418183497,776.40128264394,35.678746569080445,5973.157452405522,889.6853986427012,1785.8285203545263,1347.0776570523135,137.7392815651813,1924.6764643105068,687.5067366993696,506.6554617007064,7580.406637698636,2877.8512095262295,4526.452027425864,5744.527052747552,3158.3720522193157,135.87038795443402,4245.970535567533,1151.0172253117373,972.6265960761071
1121.9132704836657,1479.039324039292,52.978746951822785,5782.693007814813,1007.7504436178964,2538.847550658753,1257.4368582348038,148.96773592682885,1423.865469478575,592.4332086006673,367.7333170264465,9069.586888364694,3348.413223069871,3743.6210640833733,11680.479687126743,2550.9585518390545,99.30243864215431,5462.816464318068,1288.9529560396338,478.5869463098043
357.4738382912625,1685.3617876592084,55.57803583492897,5402.918353835175,1143.8014423438374,2222.154263788067,1267.069628087473,59.92209542816766,1211.3385406957566,774.8900248105789,446.1934942775565,9744.801827744788,3956.243276860834,3431.210149591469,11658.905579875734,2005.7505331186126,100.7766879736392,6286.30538045489,1581.8129741341565,1083.058302918288
5749.892585567678,531.8332399897847,22.411015176625032,3382.547073075179,439.41415493570634,1016.3591234140742,686.9647861114098,238.27128354920802,2953.1440154084016,521.8393006884356,805.3339602479584,4607.3782483594705,3015.863924555875,6662.089290705101,887.848480379045,6629.28738185944,125.93151272199722,1557.5474681522574,399.76963134501915,840.8575515371354
2226.7469209324586,998.2887989266652,49.37454895155445,5622.371828402874,970.213442559908,1991.3941080260527,1087.6871000189321,175.7119275491141,1638.062691473706,438.8368392275312,578.8879478895639,8696.276178734246,2758.704847663101,5222.789187252506,6086.3089614244445,4089.2495142738594,98.23144409162056,6417.213959939931,1256.6245715288828,661.7545026735037
2129.421226272543,1269.001307514411,81.92105148112361,6531.56254052027,1236.347578343508,3055.163409639809,1474.1418581753494,321.4955619131089,26.456802327409264,943.9477014520472,348.4760011130436,10070.880369052742,5259.982273977809,91.72988506090904,16909.88273572221,50.70620248111632,170.7652546351092,11849.21224561559,1179.278347521695,71.55486883283892
3033.9120362445005,311.6539950062645,6.994513650109067,1152.2307908561854,63.803547874311036,159.16030691701695,435.12355572265955,270.8137186112698,4365.970309742731,850.0638567267978,335.2886089160092,2237.9483021425235,996.3702365661293,8412.952120639029,9.612920506742686,7809.9670286676965,29.354812962878608,160.584205205803,1127.4058914784273,791.6041406510924
6979.478615930831,156.73941186968318,5.158073997025558,1015.7870543753846,28.16211881599528,78.03822710885285,281.48931508551794,420.46801302819216,4466.791520429952,603.0936281779537,552.643624883618,1226.8525857900115,1061.2661588223787,8916.645643660946,1.6855935668937,7898.269346430129,46.299682728796135,66.58733711049814,160.51991404307543,519.9985919520209
2305.16590477448,994.0677803428293,48.040626675137,5074.033916861147,984.6739211559398,2013.7102678354888,1308.3292796986368,220.2234002072137,1729.0350131726236,561.4208694668521,411.7491915517622,6751.388539006396,3173.082610295797,5201.763960855232,6160.5336469477315,3822.9537543355145,128.16047765931913,5189.593135927791,1217.802185877326,553.056607284174
1530.8394670561747,1222.710201959678,42.3138561250146,4943.257352831849,816.0460216671328,2486.814683167978,993.3559175094992,119.53604159201099,2064.6753246569056,396.39890226571646,531.0408407716639,6808.300256199919,3483.176206677061,3573.853076927571,7107.6088617679125,2915.4523960948222,132.47648034022058,5464.949360993728,1094.9129781727534,811.0563691525953
6796.077547665981,736.219595788055,56.981238968478976,6205.691951290033,1173.8619245964744,2949.7846853701985,1344.4862871362348,279.9933106021569,1088.9293809195524,807.5819839552548,492.58534290935637,8614.550300380917,4232.199871011118,2604.2634049263534,12042.581869305095,1816.14606567184,305.94287098328317,7936.599009368131,186.30094797424408,135.64834558492015
4605.671686143369,482.7164094305913,16.885233853711966,3471.3326843925374,151.30101849746362,559.6506056057078,689.4359902656726,603.0630445359604,3683.7462953274953,460.84229193899324,400.0561119966246,4087.726447843446,2062.3028285961223,8460.354570362357,101.97780168726507,6818.805757725279,54.99561291774515,646.5488012959173,709.9490839698607,307.158716400907
3064.5965201334166,1093.5112475853732,41.833949162392244,4916.045508564675,878.5896070000415,2215.371215393428,971.6984246620427,98.76964407342808,1901.2297598661664,584.1756034678816,616.7677840834631,8680.382717583123,2832.2721858427417,4559.721258941551,5623.817819388634,3878.41106883654,146.88367137182672,4625.305524369909,697.4973045861728,950.79436059039
6659.844898046563,473.2375074235618,16.31824421250527,3072.2731924165123,325.06982839358307,654.7644063610932,583.4160844646002,302.2526867067708,3818.6155137899095,639.6126237885861,581.9801606425223,4393.791778624163,2882.899143908571,6553.7145419543,238.8671557054313,7397.309753572248,121.69390255559657,915.5462746097903,226.01148008400207,576.4180162389945
3947.2274269590275,1073.0289881160622,75.75460612337027,6253.777913954668,1158.0850279301444,2883.567806034843,1402.7050262045718,295.4351829899812,671.8110826092849,708.6912836982037,445.92534294383466,8703.976246489796,4350.180337986929,1407.9059952486898,15811.793305702275,988.868862019926,173.8497129951745,10194.73565393188,849.5182697255782,202.02214224699875
5229.101163745981,676.2876319646016,22.287172734849406,3293.5054848018813,381.5537061368973,1165.3166017354367,981.2729555856237,182.5268341242264,3703.7794578899093,686.5329347029065,687.0967377244375,6002.670057708812,2708.1296209673637,8678.448803187617,800.9959884083481,6182.039445094153,100.43050710948931,1807.2048586688559,645.9440372562323,860.4016710351808
5979.155236766167,509.5981392798881,22.13114768247083,2997.2424859704133,374.25786456346543,1383.6110114915418,902.5781151126961,277.0092072737978,3464.647036195841,558.4561638876431,511.0926973218757,4701.377126221616,3041.768948146506,7595.970074161763,644.5834676405827,6200.5335194055615,126.39775460172932,1137.943897409824,487.7985503305557,602.1613064806178
5407.693192887922,201.6651605287544,5.476812603013244,1159.3456247718848,41.245755284114594,135.0636944385607,338.8562603648463,601.591912276731,4449.891681806487,707.9292513456238,277.249013067286,2296.26175690017,1018.5941071688057,9422.0923281476,3.784453248262148,7857.8373428282375,40.36695941334106,89.48761932178448,569.0168437016742,267.35702916789563
