dmsABC,fnr,ansB,frdABCD,icdA,sdhCDAB_b0725_sucABCD,aspA,yjdHG,arcA,narL,glpACB,focA_pflB,adhE,crp,araJ,gltA,nuoABCEFGHIJKLMN,yhdG_fis,aspV,dctA
1582.6609985073264,1272.2391359304045,160.2964777469349,60.3090319959729,455.8948658379378,153.98299545065746,4378.496400488921,1531.9432601310614,4687.130460299801,2143.5081971640493,3018.0292034064037,900.6046884268138,692.5621569888838,346.51610651658797,75.8233164870185,586.7205039594461,559.704808324039,1649.0387377720278,102.37341765474683,670.8057572713836
1136.3710752484894,439.9131398595567,68.10891357621846,28.62823882380957,1258.7262235143573,370.35036999246216,3241.861174030017,884.8408848219543,1439.145918853314,2349.075342207573,2796.025590739324,400.4648979289577,940.6606314651833,244.80367838285113,45.81147933969081,660.0405446783993,1040.2926824989784,2234.370264196469,427.8070323181186,844.2569804751988
1983.1150231940564,1370.0453550661387,71.6130946992828,49.117540023770324,233.44795777365985,43.9141591337836,4083.540264487267,534.8930411358069,5625.465166746117,2580.365223764432,2650.041136086582,857.2489698732643,408.78973348105393,145.75301213624203,18.063092706557047,243.65768451503737,547.2443470106601,540.4027978052528,5.094288413173809,552.6994407100436
2353.857825386179,1614.2382315477591,252.0653822707972,159.55379642119792,77.76703472552397,162.3783408194084,5753.44599442621,5216.338669773409,7306.787476315368,770.8276796791873,3557.3644212877034,1773.6352856444814,1742.6758648989148,1113.6185230192661,365.98585463301436,848.2637798191699,182.537452913087,4215.476234524751,1644.8158173105649,714.8274055620458
1944.6491117739226,1409.3749126299035,68.40718761381129,55.73219149360319,109.97775274851251,22.78575625509501,4486.590711891604,54.2940230200982,6625.264481405192,2700.766863457808,1512.6851728275406,930.1070496491966,424.4670346135482,10.576416267888296,0.112693095879198,23.954203131445016,515.4291326589929,727.0059762971408,12.781849121952407,125.66237895983377
2661.3747174611412,1874.9327040302912,249.37241008224441,208.28481696361152,36.66418392249349,89.49255492979324,5907.328506133943,5014.339331729666,7643.097766655182,600.4711882458797,3876.8723005269267,1708.1004877145667,871.1087712413072,1111.1893830855863,496.5743987152594,751.4451549409305,162.56282418385632,1045.1693212822533,47.27531890245411,428.27863942529547
1056.8397472693125,862.5402204746002,58.748741530773,31.48209412251153,1082.474706754273,220.88781628405556,2464.9370953120683,511.4241758105027,1957.962837028388,2427.043677421503,1980.492627612955,564.908305109128,690.0145408076379,135.84132845456068,15.46953804992769,454.6216363284211,1129.2464733488155,1589.6491980440674,120.1199282550066,451.83612379385386
1856.5702730102253,1640.094628348441,235.58406051548198,86.65012708645479,100.84046602148021,76.74169334419712,5867.821629819525,2553.739404749755,7099.020494117425,1424.105915321595,3192.5587174173193,1631.6392352431603,773.9204915401214,722.0896972996296,212.41852137515048,512.0197491406832,298.36942253668303,1156.477086073287,72.7726235457338,772.4755261702167
2149.0376820805755,2096.7522073907144,165.1284474370805,68.05904319860724,1.771380689256589,93.85081320377772,6157.844149821762,1685.3960656659365,7953.14635174504,1955.1761824781454,2984.687394984373,1230.8000847464925,1383.86938348513,569.5882970489588,187.54369547403786,312.7965835464312,243.12626671474808,3391.6872735184725,1669.880682668077,649.8540484276401
1299.2884651482061,1068.2703744888586,73.44932773990072,40.811364814003895,330.561132471822,150.83378275145566,4537.044135334905,340.66516849875745,4895.9711835582875,2602.124577061829,2518.504978432269,909.3663635576917,839.5669511622569,92.93682046324685,9.465836662191009,181.14571815357158,730.9737818450967,3773.410272207801,1239.196193412721,461.2098351064798
1893.0823552487232,1112.363302183981,202.19826357946965,140.55446717075984,390.0021024436437,148.88524925826673,5511.336728871263,5362.3832015531425,5809.121207274817,614.047827743501,3967.8317156592766,1644.5137955791654,478.5709781118798,1508.836510724291,560.9337278905049,723.8643740882341,228.43505041008441,373.35342308162507,2.1604676586286384,653.0104924378027
2370.940495166133,1782.4762436481824,239.74697019700542,120.0789140817872,110.97690743347016,126.80011104864151,5815.928566418842,4861.0001486956435,6962.172094529843,1554.2475603598057,3501.1963195132435,1577.8250711217465,1601.7035986111441,862.8555004978386,332.0245948742356,541.0482496814967,267.36497822891647,3197.8279487525324,1068.9205377847295,598.0702131539864
984.9570807739217,707.6606885642482,100.34014014709908,51.8784975476304,947.4091042077417,173.72113955390125,2546.708402747548,1881.0992148122864,2465.0903968242333,2179.627017412241,3318.2392558629567,950.2125797875508,61.65205278187874,478.7332945316899,134.5959790616358,936.0152519641555,816.5522757770706,72.49608514410988,0.006405130423044153,927.1370090720276
226.00629729680745,89.93643078959663,60.76797179688953,41.993147813409685,2256.549149872544,1893.082180079238,486.59135214818656,3464.076524288625,37.268506233809134,1511.8888520759208,2778.623432403745,405.8244950694805,1274.5188282119118,981.9171501155116,417.2563567332187,2651.679346994344,1306.5998415660972,2256.8652627816487,385.0139826007885,1046.5605399723813
1487.697587003202,640.8083400821483,177.32976365730298,165.46916926209136,854.522130787262,680.6512847804274,2966.6115011763677,7113.167374971838,2061.0102084355885,306.42209733886995,5457.8074749791385,1067.8174994359508,1839.7986883736623,1450.1379496107645,608.7188957144903,1857.406693090005,250.86592900415258,3390.6283406791467,1437.8266635534753,706.552647863129
999.373294804039,530.6671209473003,176.15420364204053,149.32950875524259,1380.2638389084086,1334.9095999928072,2755.041949813722,5998.7536609842045,1211.454676142812,467.5103718498529,5359.126058080483,978.9054301734094,1930.9157170006781,1616.1933097539031,602.0817472773095,1946.0135506409115,520.7628849139169,4079.6390008070616,1467.4937827917333,1227.852211791235
99.10206575296776,25.983600116840485,41.750383220967386,68.21878166090563,2273.356935770328,2561.001106551957,144.3201032078591,3109.7300556638847,2.8765506697062007,1085.4521282806816,3197.180545877628,456.2178666470094,1617.053627423293,976.319017789534,371.2801927790441,2691.640379775004,1417.6092315269634,3711.548086943501,2073.7820194169353,1265.811966250335
1104.4445016752622,675.1954734194533,124.72455206563795,56.050515571387216,891.014667619065,361.3857246169172,2199.6010354195064,2595.599429859256,2215.396365522866,1577.3972011603155,3643.364371291346,832.1477283849414,685.0069556217444,489.1934758256058,239.0446586900521,779.4947655287123,757.9231246158192,1444.9501981627093,103.56348421735548,1221.6074736304224
365.085481550521,142.34850934825772,57.82012936400604,42.32929989394175,2044.164395855844,1798.5432161021176,1012.3139545633514,2851.729002620729,134.2253704948299,2036.5944645416532,3148.7758130767184,360.29737101301737,1320.7072545070184,577.3847393583717,234.8657225963141,2023.767885882806,1420.1648211075947,3724.094855071814,1397.8774329991734,1250.0418873318413
1946.4167025710888,963.1783001221072,208.5853781821121,156.36498770750185,400.90000201539533,273.8906127166404,5167.247606236068,6678.874458420504,5288.130354659212,305.43659870279436,4280.575327231449,2061.01264642847,1967.2508818517106,1550.469213183074,592.1909096723972,1132.002217035443,142.8410284613181,2089.8692119467505,339.84288777373376,848.817356418642
1207.949123139128,597.4735880952637,153.0141056387129,90.638296555038,793.0121918333638,414.20999905270713,3014.1850772500025,3136.8373488785246,2201.490846135576,1328.2156658295014,3525.9025074827614,1214.2436710096638,814.4166124043924,775.4909858443756,316.28540186555716,1226.2509998959476,727.3822126579756,901.1324523407485,29.11519886048493,910.9353944491268
2276.496849321629,2078.707847424335,180.7994061386533,73.55222190131575,6.687828320733909,82.03026454044699,6130.986698750522,3136.148373384344,7912.483116199543,1568.6540395874524,3077.1055469219646,1377.848556910859,1226.2124451350255,897.6991786070113,261.1600960056846,565.6319524752306,262.6983439012543,1868.0508459806426,250.92720222082872,452.0685926865594
2432.869286936032,1608.0572922484741,177.32985401884713,160.57569145992204,203.5943690803433,132.98069675031485,5847.732096244376,4243.159986866356,6424.916331659524,1479.8747429959726,3320.20911212891,1284.330993438618,1994.8115338018124,936.5520044256593,438.7908846868217,614.1313385171634,367.8423343792748,3652.6485789945455,1669.9837345635365,569.3645011853196
1038.6256408143063,446.36794427612114,175.51621814748032,228.73923643966015,1478.1515772862174,746.4512393931841,2422.8410345337797,7372.600890730957,1194.673811778964,70.75112951401533,5061.988046648662,1475.8267772284946,1341.7898341222894,1715.5834392418915,623.1814880776055,2541.3729439592544,155.82903140524832,993.7535847321888,38.35589036077744,916.3912031109488
1627.6051975016285,1504.3279125991742,109.23307754056809,61.65071575626112,172.94673929785557,80.44813983837761,5998.790898256475,1270.7920414271068,5357.6818119381705,2196.3483188867826,2847.6180649846806,1194.5684961206284,1058.730455091139,279.72858895092287,69.45367369897212,355.6587700330672,494.3540190615237,2742.1369202779965,393.06336669615615,511.5669334062149
1360.3391184246682,839.2545197540767,182.41449792414443,172.32195923565052,600.2227002918198,278.8754018732619,4025.691907008726,5217.323990478822,3093.6581707481428,738.3494820128618,2954.2834121164497,1498.8081505451346,916.1575055307053,1253.4445821553584,502.5860155346396,1216.0887324867253,330.1097008559993,734.6616482702675,18.24441040968871,947.7615818860072
2347.5422167453594,956.4121404241977,227.907905191088,215.31824738348996,662.2403810584318,301.3350460897658,4258.139294481945,7468.310755303445,3478.3332353733235,40.762768065052406,4092.700794644256,1965.1254222508985,1092.0589867476615,1722.9786544816336,626.9558019669339,1090.0637270502027,52.358223962819864,892.0479985245398,27.249311631701573,842.7159535958209
1272.4287738400287,495.30779772995004,168.5112262886047,206.19340375742505,1287.4831162450412,1033.3133022810023,2236.6936381483047,7491.917422104354,1153.1726775915185,48.43471048355689,5303.959418657037,1462.814729022545,2047.795136248399,1706.9554687854777,623.4963704740504,1669.7971095475607,101.13067748348404,3272.0616375653826,1199.633082635631,1170.5346335363085
1192.0055189324667,461.5614541163367,148.63473648340738,159.9697274230774,1380.768759184,797.6686888178829,3003.6908416776478,6871.89161204555,803.511317841649,389.32492447662435,4681.143845857618,1306.8263788543609,1482.9461017248254,1675.6661204945028,607.7437812985033,2174.2254286740827,556.6602738261479,1646.4674288256906,114.90928426158622,1280.6399001464995
522.27641923925,254.23050700790108,64.2663383796849,46.10657106935065,1318.184268124626,1123.913270298134,1388.0270516441824,1965.6256643190868,366.75816280192004,2154.2546707070865,2277.323202610104,400.16087114711615,1298.5454243694926,556.135502091929,203.22192474145095,1326.746104924677,1793.9976638757287,4275.709214187338,2164.058894255477,1090.192270118949
24.20128106315497,7.290588659026477,20.651099546670004,16.556044267985843,2371.0901348800944,1718.2527449403226,54.740401257814646,1472.105367619156,0.2796348413628316,2435.1246082186717,1476.3852294584128,133.9512546660913,1410.7550553395026,366.82382450606116,70.86933267397299,1188.8254280611598,1705.267733404897,4298.614047802936,2342.7088094233955,1138.2129510970785
1654.1630294897318,1120.0554147789535,154.35517835763238,81.19333335983802,469.8139316167198,240.24639340927223,4192.823101886673,3549.8721992259298,4049.2270721962327,1194.6382661574405,3596.255932087849,1183.8304217151494,1584.194701447316,806.1547016120027,404.4785943577813,962.9706988350516,465.8548442807632,2861.0589331486967,1349.0442884104116,769.3331478247233
248.4546200178681,108.63896470812269,15.055268227091494,9.471765620229489,2124.9596056427654,515.7144514453203,674.4480543192029,299.7848634646365,65.16137410157583,2632.824593526629,688.9572938110657,111.3722466905044,455.0177246812788,75.55058691712458,4.580938793884419,398.41558787936697,1930.1950254901685,860.9501673344893,23.89182227989903,529.4291941268451
1955.267819361533,1897.7668218531794,46.37412748833891,43.24670745179428,118.2795480239409,71.97686997508781,5800.583140981641,83.24901271681357,7157.276191200386,2687.544720237389,1571.069507941469,990.1995782301436,1319.3983900874878,20.06742851402364,0.30024737064193674,24.061560978377102,413.20914130444174,3779.339182360398,1868.9424962151475,133.82240184372858
1568.5394192452154,805.7208360651857,212.1743906361657,120.41912955001568,631.2084329324182,475.58729779978586,3500.672081691727,4186.149471136295,3356.103333005743,961.9964768888103,4920.563017253091,1647.3723174651825,1816.7880557271105,1044.6280778525118,560.1665118714329,1202.2489678335228,617.8646322536728,4012.385893076267,2167.885258486256,875.528861435783
2635.750626567945,2011.1333099598073,248.98579178175137,209.98550045527253,30.814401984054737,137.49644275426394,6042.119903831721,6711.120516502771,7776.623234697081,242.48582301533074,4482.266691919783,1920.5905680050503,1827.2779340236389,1561.1818486905293,562.0635459323044,773.9825596043615,70.40709827998032,1847.0303331415207,379.29254781891206,464.22851228615707
1615.0676380043365,1092.5269191148348,129.20938807483472,57.08024403732726,439.3512307862378,195.81822903850897,4441.612314894984,1916.9151340490746,3678.942205583312,1840.715022844728,2867.146943442654,908.8563653687303,1033.8034592265278,442.66101640913024,122.07566057343705,747.3574331403995,656.3975767958659,3095.0428426962358,1456.4703518147285,644.6150817512632
421.8312183272549,115.87570533901892,89.56435708197111,136.6748488422664,2168.429655190032,1789.716090294942,927.2528964239664,7242.7254509103295,85.11485851582992,391.76412376298515,5323.276078450931,633.6426401158435,1886.472090334044,1448.071238434897,558.3215636299366,2687.4393460270817,644.8828922188466,2606.313899672989,514.2330943034032,1102.0959243778439
1336.146567698069,587.7479536497973,158.18180458740002,51.28191256602173,1109.8927641869714,733.1911571387485,3937.631916812797,2431.385338238142,1512.4379950659265,1838.9182019471718,4112.337087693183,661.7025551788629,1038.1400580526406,630.3607856195935,298.79711655957186,1155.331005862742,1204.7150424055596,3526.343872777217,1560.3583523783059,1020.35273999704
2738.753496240553,1975.6452054851595,266.72654346437986,202.5825712252699,17.1349167996727,133.4822521643061,6103.7730584796045,6752.130121807855,7843.570303334443,266.35234917770987,3990.35350425285,2472.6036728121485,2357.1919838117788,1628.1065690791627,578.9492641090427,827.8859307666706,52.2016800276729,2944.900111695024,844.820715071625,694.600143151398
1966.726357310764,1053.514431995623,165.6222996340297,72.969237286207,513.6787020451291,220.15926476087998,4070.076798338587,2535.219501306713,3900.1727649580707,1892.3356960763751,3659.79818863085,980.0573040745621,1207.5109867525134,485.23790607968726,176.77261892264235,768.3155169460588,561.7368921817307,4121.674394592296,2029.1920824557135,798.7122324879725
1771.9705252580027,1281.5297963506655,201.42025235324348,77.19680208730409,307.5276046089565,178.67227583444287,4768.207935408474,2344.219560736829,6782.733960596797,1307.3005491487545,3398.630340924003,1429.8306982206934,1074.7434764763234,819.4706182190182,307.2892363578133,707.3387609623827,536.1130090711022,2260.947171544476,590.6119908717537,571.1516983646967
516.2690334560474,182.25761651528884,73.05274622411035,39.024302688122575,1682.923037512298,1374.8871172951328,1214.995041372252,2522.8207488424937,274.1945901717588,1820.0955002852413,3349.3334743356822,516.5231242419634,1413.0291099273486,737.3608223967807,247.5285876312688,2016.2976715171537,1338.6406084561645,3952.7216244801893,2571.3133138904973,1261.7391182404515
1540.0507933915844,551.2698131017577,198.2806887967433,174.03766289642726,1008.8150835395711,722.1822435341312,3068.7611079974085,7443.310905863493,1852.6625040307026,66.61875978908328,4441.650145343543,1595.0635316228436,2175.7523219642067,1595.4260190977948,623.7916130995052,1864.8433898375067,136.50589983237953,3671.249974553541,1444.4014886917712,786.4271798649196
1338.8864164715542,505.752712878808,152.4957308399765,82.48866230344017,1396.32058491846,459.58405902233767,3324.828464531122,3933.26889998788,1243.0990372968313,1091.6227333847114,4293.526356033699,1163.4602723529108,432.6028727614805,1071.8895351958488,327.72330194493026,1418.6364483211703,796.2322540815808,245.14113032896762,0.7751251221889133,1032.380461036963
848.8441280693277,802.7588160154054,62.32400986796621,33.38941426279184,889.022297256435,282.6215452346786,3341.610279128796,339.44358616271325,2670.713994145485,2577.8327514543685,2373.162153196846,718.0548757694415,1424.3670445946566,89.77300534969406,6.874163669191482,274.2022873589001,849.7691716680076,4406.400483939669,2072.632828939609,508.21889791923917
976.1865829232986,579.8476539612567,80.20973785673667,45.22147375306199,1213.4788512148364,764.7770550026186,3030.8268997564296,1616.856795184703,1621.33149617197,2232.802404328352,3190.1329349916423,449.6918124596929,1282.2867643156812,309.0531494170514,74.49298976721748,760.2827170939383,1138.7711250118025,3788.9032418428274,1806.446817258467,944.1382547009121
1895.7752649682245,1201.275505343965,120.51502953587685,43.2312202716753,420.49242442639803,150.77357642888884,4381.873833778713,823.3199070255085,5178.5789628496395,2379.8988009232976,2663.162865324973,1057.3072636571778,1188.3533104992875,257.1406211523555,40.506861345420134,353.40562405368536,573.9372324589917,3367.7792940499708,863.6700166035422,480.74571410010316
