rcsA,ftsQAZ,wza_wzb_b2060_wcaA_wcaB,nlpD_rpoS,nhaA,osmC,dps,acs,crp,galS,cirA,dcuB_fumB,GalR,focA_pflB,epd_pgk,nagBACD,glpTQ,galETKM,tsx,gntKU
7594.084596660161,1484.9333913003202,10.222643952190657,7045.411401005274,1056.2003268131598,5018.82378939425,1622.8939068720413,707.6660197725578,3467.5520388565724,493.5381499610579,973.8341340400405,1329.4995832953553,2142.348151388327,16766.69036471068,13728.114755990395,1273.313399894614,1609.2390662687608,710.1718546134465,5473.205738747107,1927.487375010068
5143.158319847654,1872.916641057264,7.600444888602449,6512.0347242904445,850.2875574755499,3822.4690542255958,1660.0585930872016,747.8552772015878,3948.632331276032,356.00510175132683,972.0740945130474,790.1324744642378,2492.2620572167707,19774.60673537708,23827.68350141569,1297.8344072255431,2063.1470845526246,903.2626070192777,5420.2367564352835,2344.3951145194624
17956.533210984733,2961.3146290621758,29.982263710159422,11397.081352786272,1532.8293134041708,5537.9500916609995,4137.9558185137985,375.2444328631598,124.784902989595,113.45087112295185,3.0061920713149552,2979.9443800135555,101.84184604214352,1615.1578694732566,55.44670810264505,197.9148714478873,5.098976301305461,142.8404469386,523.8947894757158,5.8465664373961355
13991.67116247643,1302.6105745639218,20.122303862038933,2734.175429182589,144.51721212540897,842.9053275969421,15.721275239694851,280.6561830866261,2303.1709134487633,429.2592808554007,601.7641298363309,1898.2729011502115,1335.1961511449822,16199.468616821687,10857.232887466478,1053.5560142622967,955.2995640071643,813.4204583257119,5204.917046801154,1298.9258437418853
6985.968665482421,1821.7701056563062,8.609600709550733,7398.619276514059,977.5861252139856,4261.353713734626,1269.7705172022545,556.7461124428795,3947.396066783975,502.4005459004544,890.9861593688936,454.16678242714,2289.391960421312,19841.992439964884,24849.631974010008,1372.1481870098316,2168.117138243225,966.8385498513072,5391.043261322364,2182.1396480962853
15488.62502450166,2175.4743027913523,25.498667418139195,6093.338731919151,623.8008789616225,4018.8979836669987,933.40005672599,446.4521186279889,1006.7677434590345,307.64283993587287,175.67652092239325,2718.2544482779776,968.0350988950727,9774.735039990574,3340.343391683425,785.0627779177603,274.29700580629697,495.5723449533501,2492.960802875569,423.79542014492944
11132.166295026127,1062.446266855199,16.09806867194264,762.4988227036522,17.045353682703848,31.53859856622955,0.03329169973580773,312.5309495147863,1932.1980645575265,525.9336230346937,755.2887193711316,2021.245340477943,1332.2924411801268,19772.82150633162,11528.505650611109,814.3157494795233,864.5772241843506,829.2245117407329,3476.717999690894,1549.0387457699383
18614.050961837856,2667.141619547772,30.42106360124538,9315.974353773994,1209.6532964254218,5181.811789275791,2668.127162295005,275.20147998613356,10.7185292510129,125.0508812639436,0.02291505249834578,2986.0100053313977,6.549234494176058,158.22545339388452,0.3953395338940507,44.34668879109456,0.032958817917950384,27.90065390186695,42.49282090661354,0.032328521343176236
12208.674887735779,2639.8525339222097,23.922094944271464,8140.205048132976,1339.7090978166384,5288.1854507701455,2414.122443800817,541.8399352338803,1751.8244623006685,436.25585393739175,483.86814536513685,1744.670573161546,1374.3202279633072,12980.84151589074,7506.0312572132925,893.2976258792802,729.8932093552867,730.6544412039499,3520.684602531221,944.4532078130168
7169.223137992303,1842.43373815875,9.168595364617325,5421.262651338133,591.4037373114088,3394.3141172263945,396.68203736672433,624.1628737348801,2522.807031404203,366.61892603473177,649.3785542763751,1630.8707156754526,2273.4269006006816,17781.28928284153,14501.291540769093,955.9591820695557,1277.1822642854067,787.6044840771177,3929.456389837477,1485.2955822259353
16018.17713618374,1929.3023993511056,25.581461279737525,5894.145678493846,625.2414251211786,3335.240072696717,467.4593443687985,407.40405209696456,1430.7997844507875,381.5746356541412,272.0112458960864,2691.641266683793,909.5436427753424,11000.376456683702,5036.574208213662,810.0386895168177,487.81641667799863,643.0366453927095,4130.705925077783,582.2745757773173
16629.980278704876,2024.0148348591288,27.79806649562388,3343.9015449430754,206.43520900744946,922.7141866030827,22.552277365578302,252.0009111604609,777.4709088778587,341.1846037561806,88.43562532629866,2791.3998655678893,429.2743316443479,8026.228377834241,1875.549667310021,749.7800532633952,167.2382194107366,647.9966445888613,2058.267562009168,202.1509895077332
2828.7573158262066,820.963462104657,1.919130905570768,4164.71587945376,290.02614485961516,1666.1395406544875,89.1391957852568,675.3117435699763,4034.150465721701,347.73403174527283,878.4745448658588,441.0992206571936,3007.7827572013475,17293.28477706201,18189.806342221254,1417.3793179855427,2361.6319230603117,958.2737338508676,4926.983897649113,2329.367658700317
13687.97996962995,2443.665957059114,22.78154170224556,10096.23548424737,1429.8674323247585,5461.141230533839,4491.675848276832,758.5144606046123,1549.9596360559947,374.03070061432055,190.69719832098642,2684.3943681952755,1004.8779503146988,9807.143566540904,3788.604411265477,943.6356498871793,438.71540842231246,683.4301070422447,3300.784549370109,611.2447454920075
14490.595293199642,2757.849593135769,25.54148760368544,7200.638865507386,1310.687260319934,4731.9651708936435,1966.9241924640253,505.67660658626096,670.5674124747185,263.86629602564284,50.820869510742796,2882.46671538291,357.83469132911875,6202.19183454243,1050.4524990997963,521.1032435014024,92.08147981225387,458.1124182562833,1780.8389419280154,140.67338706564718
5559.7266696241895,2372.1071769967075,9.716726943544264,8821.27700598333,1490.0366023800611,5286.53134418015,2619.815093326616,787.4980332834675,2867.3210758412397,457.28375739094867,978.4962940515303,822.6165620168974,3071.280340125617,14636.83665722965,15223.207397744438,1288.7522545954312,1881.1917242489812,958.7358673442607,5498.238064013429,2224.1205579805824
7718.990285369013,1381.3492047206646,10.117724776916198,3167.9835718342033,247.36553350931018,1200.19098632175,49.6172281519186,478.5981136948446,3696.3294251207067,414.5738614076619,952.3772433507919,847.6345624455896,2760.1624213439713,18701.197416437157,19707.708804857382,1100.2210202154492,1776.1937133831145,904.5197979971948,5325.528398495783,1833.3807999814692
9908.192149041695,2568.9120159213408,27.39529148636576,11380.365966311443,1297.0463252200127,5467.81701088187,4376.108018082882,689.2294244737564,2058.5949340002257,369.1712181163373,295.1773875861522,2167.8723283978147,1385.9184091167149,12832.200282747775,4802.3875895099545,896.9026033435017,588.7119161441003,669.2696305181045,4547.491690884659,794.1272319849127
6464.9923703232835,1309.174863042374,6.766185898992728,2893.1532431088285,155.91135360197114,803.0195604679093,14.009527690884427,547.6276994572167,3016.219728957185,428.763349592789,860.2788380275197,990.6947962327802,2071.6568316353096,19131.18372148956,16729.756932756998,1474.7318367685227,1629.885226170193,862.8191827603767,5140.487764067024,2292.881332822872
15110.14201018397,2070.983811842539,25.82199218816947,3348.4187982343624,274.13424461531343,1546.7377648511865,47.032800790050345,307.32060118058996,1351.557700018994,314.27670031051633,201.33084047026256,2692.8617037593954,874.8057246727158,10951.947362817338,3626.722896415756,1169.2730756218846,360.38362995759337,631.6973146962641,2673.705954673262,476.6820663820013
4076.7051354669375,1670.0616425170554,2.985863404788313,11547.50423247618,1626.4719155338792,5566.734117178084,4651.950819361633,929.7010019391784,3913.4605132677793,390.0888102492514,1120.6401679192054,697.5296261745195,2395.298649285262,20083.8227413686,20283.230594443117,1125.7632577171744,1745.2990985634685,960.5571490675447,5122.524841603644,1937.4829727190954
9594.219737092228,1608.7550186381884,13.398933358192238,5357.756242094632,435.84494680013466,3187.7747414656037,351.0594575771068,612.1098392238583,3395.2347170002417,491.0052337618455,672.9473188926485,1362.1907412687551,1852.4748754964473,18572.345857424563,15358.841936941932,1135.0199164579167,1994.0193931530814,982.3151108281872,4495.633463457572,2046.2480781125491
9508.181583213587,2094.437209315144,13.116548795678456,11491.51655809115,1625.3728969625965,5564.729604497568,4571.959303194077,843.8637384441321,2859.478274661898,364.28723132718557,777.2003912875764,1438.1078043598604,2026.2507474868023,17955.36761516854,11591.178139591982,1134.1731102640883,1360.2757354926316,897.2045502088506,4279.618969412164,1605.5519677649954
8826.77309347653,2166.812255587857,23.271884476790987,6826.192364915125,1016.8132640134047,4409.932120871263,1267.081821529934,520.269065442138,2097.633392172118,491.1064543131489,499.6531456996562,1550.8674036924588,1672.1083198989584,11865.31710902392,13802.853964062151,972.8357684547012,885.5188488804973,736.0695668597192,5356.908732564018,1169.0070680635506
4683.599757619172,1607.8765572419766,4.827299889231086,7883.067180316165,1300.7545603559054,5087.814462653556,2879.721598210169,934.6321895163072,3329.9229936513634,375.15356492495056,836.2724545059598,916.0466717680181,2474.983595830321,18051.145223023635,15753.831600942207,1101.2401518308934,1745.0910726673274,540.7251826971096,4113.490544595318,1886.4551109581596
13880.484645768302,2502.788239411242,17.552885352218695,10589.214619449956,1346.0994252700991,5505.366143647045,4463.969604295883,606.7317244624376,1423.1678858076846,427.1846483494231,320.62659532643903,2488.266828493438,1283.843770692184,12577.555341158513,6076.4481781121995,893.6415511512097,608.2419713358388,571.2436086742955,3091.008799566445,707.2134729867058
5950.440173513672,1819.630538975293,13.077012924729795,7876.495840649706,951.7320445341043,4224.671506562079,1322.3835413054314,691.1295555594342,3728.7518191758495,511.19325218534567,882.8874787749847,882.8289911376228,2288.207927505483,19462.75254771373,16705.505861493224,1056.4755669384847,1695.9480340534988,835.654129006785,4471.092085002478,2124.943740604564
10587.084861102776,1430.5276838242391,20.933953653397868,3988.163808842699,390.46743217928116,1859.0549093027084,95.23698177298704,510.7682413261592,2365.1259189333873,408.5199262467289,726.9460799278983,1412.3146944602563,1347.8190039193366,15915.734083628591,13502.000099538955,1157.552748574545,1491.9657426833912,975.1429742688788,4091.7808796565705,1335.0935227244556
12958.312971631114,1892.6275123489127,21.831635785411752,6651.440828304895,1041.196742903172,4142.095174353036,1498.383544516336,371.2235991724353,1777.2829098466514,424.90116610824464,262.1035450158008,2012.7996892943186,1068.0129803979728,12534.51241789843,6904.768951923509,1034.4010727058535,390.5428972633938,391.2517882074278,3394.1622122903386,663.1435118154625
12192.676875200283,2289.021278185664,27.457365961210147,9518.094280049409,1146.8646362082084,5136.9348309285415,3680.915056130017,916.0460636816008,2685.858373851,390.7959513688922,550.1189487798079,1545.2603388426853,1067.9510477997046,18643.27396220291,10435.409669858254,993.9968682971297,1216.8770620332525,689.3391106930043,4580.596312866864,1335.2142691233787
11911.497621681008,1534.2457458522665,20.255876761924736,1884.6789708460215,76.40486202435062,220.57447935744725,1.8639255387611056,329.9161235566176,2244.8173883114,423.6947382445924,566.1959960504645,2031.0873335765964,1208.498855757951,13906.584367202937,13853.361388106736,850.7781534725282,1100.7293862990255,783.8965900391264,3269.7829829740576,1317.9934321138064
16268.320485778248,1806.3614665963653,28.609251454012185,5965.508550954687,650.3640537530641,4312.386055258198,1072.506430717324,349.4216693854428,880.0630212605873,252.90538885609863,68.93088958953426,2449.5996980173713,520.1071439842632,6523.138515178978,1244.14292420767,587.5992930742634,208.7035571267608,404.55819006381375,2052.823588793437,182.42464877177508
8829.120786708856,2085.732030812452,16.7514354252648,5806.407110538311,861.6643309065238,3630.248081476301,1090.4085688647951,713.5173576553838,2258.7803185799053,370.1130369517289,509.31061639760713,1722.0359845178355,1560.579946760134,15370.075941337194,7672.920712020402,1158.8132015811336,881.3455000891583,598.7653043716102,3017.984435975833,1191.7426025503382
5354.012490921041,1206.916401051907,7.651672269549545,3900.40354390068,298.45460031570985,2560.185083457711,96.62034495910095,616.7961632556642,2769.411407642453,367.2884705701123,727.4949368932644,1363.4166908846398,3048.121276145832,15194.904062089097,14925.82604390444,1250.0300017527268,1250.4772843255114,812.0971266249312,4988.178739168871,1669.3918802899188
5650.528831137889,1537.7159451255325,9.543884548078347,5663.5405288679185,483.144415369193,2788.256766682628,285.81377014801615,659.1512451535991,3694.3362796786528,377.6583525824038,786.9324160789937,809.4166624541481,2445.105555434351,14827.664489684892,18675.30802660522,1098.9650907502362,1825.9676067178284,848.1734021294029,5391.7736090172275,2440.201007623641
10133.076367311884,2898.3775151849895,16.68126128397634,9205.8210997192,1436.084833526163,5197.452820360868,2898.3314866815667,623.3821217711696,2487.977734462772,366.7216293038438,654.494627638238,2036.786031231156,1592.3035800608106,16535.717594113547,13506.596620750932,886.9930876059902,1158.13989199173,637.3124483082213,4412.634284578686,1412.2360527496617
3342.1527586052944,1350.4681703889032,2.832978965149585,8658.764200127487,772.0008420844678,4111.535838753203,1767.0045999360675,942.072685016226,4941.646948427536,389.2256255511885,1102.676230276424,231.93801960412304,3012.6483972623023,20068.98232940444,23214.029672431305,1273.4429274953993,2469.583354660759,1201.1461910664516,5709.740161711696,2785.367926886651
941.1657661227664,1237.9071024527059,0.2805602795564669,6810.184406059686,998.0428718181877,4348.694254679028,2042.5402338304755,1022.6371935700557,4841.6281301449235,409.020682874158,1184.4600888647894,115.62097044459844,3270.6708893803648,20565.67688613937,23976.61988818833,1313.1753135548254,2518.062123361877,1172.0004818407015,5702.488778896868,2876.898673509291
12366.3482810454,1371.0909347595739,22.18540493708648,2944.071869675047,227.80682584631126,864.8721036527486,38.1696547588994,359.843988876054,1722.4150153207795,411.8592602473083,461.0920743271996,1954.2457272523475,1162.8810395498454,13154.622621012171,7857.527025948832,913.6395499717239,738.0834846590963,576.4060701475602,3108.510643322605,677.6952252418155
9340.776284233094,2099.0611470415984,13.828122828002664,6033.876314908927,703.8834804870169,3616.409258654751,866.0612043336246,615.0938779721107,2079.3499313690163,482.2080955806362,592.7862350185658,1428.5007714054766,1528.663061239652,13600.253849106928,13176.979592421536,968.9345050666417,732.9838922727512,576.5286992249708,4285.713685617378,866.2393571514232
15510.768515024472,2377.2650453729284,27.084137046533627,10830.34963232132,1482.355221053785,5229.787133823434,3466.632929443639,421.06312448631775,938.1064986699913,308.6245270895978,95.90908482502995,2918.161370132608,613.655584227865,8443.843836900058,2482.5542200599943,484.3376688574062,197.85604672424637,493.9009084067432,2819.6326254386504,170.50106404169787
3470.2183677583002,853.2366144125081,2.8166180276427966,2421.178987750219,151.01313017711078,744.3617447550224,12.238837124852068,370.37514696345056,5045.504148180229,366.7872861568403,1141.853407484953,165.63163082985,2766.396666052925,20372.75476249939,24931.3110405002,1310.5927515924918,2450.415580934039,1070.4516157052913,5545.629162062533,2356.624506776653
3412.2469558570647,980.6368214124733,2.7508308554682745,4439.907155843519,333.57798578247014,1936.458468406403,99.40790117642193,700.7742468091342,4330.639523511461,392.20105182993825,1034.8118721363485,518.0122923900584,2478.49153709376,20038.89640524868,24509.278636236577,1385.9898888461682,2094.7710654301018,874.6298900627577,4317.316536719186,2468.811395555097
9178.404054038643,2249.5541329710313,18.34763582567871,5060.665310784896,548.8256593192824,2424.7418034435145,367.626387363442,518.1516566237168,2648.295264814808,353.0466239344899,431.6386676364418,1621.0750126291236,1768.889580121929,13259.152590810842,10877.948886860013,985.2670073544386,949.265824055744,794.7388262092572,3989.5299980356394,1265.373334347077
14436.084068204851,2605.970402444801,28.71946320131677,6569.274025222973,930.0178706695688,4602.497395154306,1565.6963170277793,397.4712981559615,1201.801062777139,427.13150518097467,169.9693985800913,2518.193454419771,758.1013651619351,14302.515302194142,3031.223476311793,677.1494253810367,335.89824171603146,477.3757362092868,2662.7355616134478,403.3471311448171
951.2035668748633,752.7384036609944,0.3851335660960183,4896.049408866056,413.38953817381116,3325.8667104371693,312.7046501565054,685.7769201008851,5137.314829864647,489.66877709801184,1184.8225015694393,143.19981196973382,3260.2905546753905,20320.569240323992,24633.833047212207,1385.9913496072336,2493.2675698726707,819.7633151241331,5706.051051146271,2807.6551490045194
11254.92643571946,1759.3730490198511,21.76338559508652,7235.343351170598,918.0986395231813,3932.953718849391,979.1642508053807,366.4976976090838,2065.104366796062,576.2834276413861,405.2605047934552,2000.4177133078965,848.8165712920222,13600.255291488069,9279.65289619672,1063.3202137135409,723.9351856988995,718.4676297347434,4378.759405959627,955.4966971123524
16807.91748027474,2281.116024255173,27.315138390310544,5418.289823704979,661.3361296012857,3141.547153086388,541.1277702165196,275.8710992488251,478.80145964530647,254.61249749527823,38.5448471485356,2928.846989322293,348.67564410902037,5269.957853291914,568.0246608917843,378.8997255869668,63.0548077611197,289.3174303136197,1297.8714257539452,67.74173223928264
17242.73781792636,2684.881457158177,29.20808061683132,9008.501439130545,1441.7942765572839,5376.11414967701,3074.156251475626,312.35247251386875,454.8641260492025,232.75820881577272,32.884843316460994,2931.998823263963,293.20468102777147,4513.930282555057,684.0034322956013,402.4603319568186,61.674258944627674,395.7096298089658,1443.252283093809,74.89675004306802
10979.237157878912,1170.79813081236,25.19006483842589,211.90302806499076,1.2912271573963383,0.5468627510465492,5.765197497923388e-05,137.72350679665212,1752.0092221665195,364.73181602725134,238.2576084424593,1974.262040598395,1147.0236556956172,12450.60707271442,4260.303568251576,701.0071907426534,503.8880720936817,732.1221448078088,3553.0407198399835,608.3336694344456
17415.35795420206,2871.019654659199,27.390959336264892,7252.272685477,943.932312415118,4444.644617918518,2457.582470313505,258.4502532625915,317.0020768768232,207.68026388423596,19.18499992736402,2952.476496000979,234.56389054667045,3059.761325521278,365.915534953975,388.892083180106,30.524166923699788,302.96951577366866,1246.024695467234,35.94856104391783
2145.668582941088,316.9223422820371,1.3628372549250438,594.6453910794876,10.76333301102218,11.995300404822686,0.011890316248155735,296.42596426041206,4832.173289132488,456.3208977315301,1145.4707206095195,275.67717898288595,3052.5718918036896,20335.30416322629,22244.0914447378,1465.0266060162876,2408.4694445820605,668.1112341000701,5488.921313551768,2399.1077372237824
10073.154634341905,686.5542451106702,13.623499716218431,207.74477269555103,1.0032910727729956,0.3938366312490546,2.901192783137184e-05,203.85656080516662,2828.5728460211135,350.859642094646,722.9905385293318,1684.3810013604464,1833.894128225382,12695.330780111646,12730.811953917031,1014.869332362986,1049.2288381019814,636.803552706837,4839.856156319074,1080.936099445904
2446.715267473844,1590.4386370787258,1.555752782701623,7289.785743051812,884.8001497027992,4831.511485997921,3079.698932221272,731.0678889336441,4678.654100943722,512.5637229262202,1059.6604346164704,253.01804766502391,2585.139138866477,20305.700719162818,22629.863736062285,926.8119781645323,2464.1035625270692,1183.6995295675274,5564.335942442347,2771.581333244483
4547.332304689287,1932.87680323282,5.691214033162428,10566.18941677762,1362.5316784265551,5389.049557112425,4157.528402182167,1039.2179821208777,3830.337021669592,383.2810142237065,902.6291973687564,836.5416464255333,3236.8626131864917,16730.233727959334,18096.864277507226,1594.9479120878962,2200.3359001006484,871.9486704778136,5508.588053779327,1912.9158247196174
15330.001827818289,2677.105021399781,28.708247621272477,10572.754532871922,1558.9240308687533,5490.125674138962,4455.188095934398,562.5129742948671,1052.6219179629297,296.02718483213334,66.1444588498837,2710.4746482853807,710.9902174172665,8494.47127861129,2164.929773766466,560.7899785341214,162.23795589232785,467.5024814349453,2537.6394200452537,182.3345204748209
3781.967987316376,1733.4800563791064,3.1849287064520113,9136.40795757485,1323.884133289508,5148.6261264204995,1817.1779381663373,737.854701982711,4971.6749438123215,409.1792625136858,1122.8544570709632,168.60781305429919,3377.2540290989464,20433.83255552164,24883.15085178887,1597.9561320020582,2512.1716533143867,937.421804022486,5693.050475325478,2793.902328257008
15606.785124537293,2509.722078252718,29.92619734439742,9130.530364374148,1323.4570869528884,5399.036634651205,2937.6358534184637,262.36138555407865,342.0570318532062,271.3694108735104,19.18084688287272,2937.352760042942,289.5669347089649,4415.622427573874,461.4596057924663,375.07438545911384,29.497519274371644,278.36024077101797,1071.7560030343911,41.83237230533926
16930.614233288212,2945.8814620886305,28.341339352232648,11371.978302312888,1604.5830955221536,5553.501815379159,4538.117271102617,480.75045291845396,505.1259942990422,279.3638879079466,43.50088711609851,2882.171784580825,342.3545862858716,6312.242248581892,810.392186480954,424.15049843618146,79.26410348845803,322.74056582428716,1744.4936302639694,71.45119260089143
17703.754112709088,781.7475322603552,29.71883417071829,54.021674282381156,0.0425661563545269,0.0031253559241070372,1.7274651550674753e-08,20.615382305631822,242.5966994876953,194.92941978709675,8.857534340609773,2965.960285051307,159.49717049755208,3611.55691280496,203.4976939037019,290.99967470655093,17.759530490770114,200.7954973127365,914.0836352688726,14.52919120814413
5406.864702252761,1746.785992024704,6.149374720477363,10887.131265861864,1364.0315277499114,5454.217560984021,3524.6896419644354,758.2200206586476,4037.993170357708,410.4345156903762,880.8252397842804,747.6547142987217,2584.1915944523284,17785.376201391115,20166.7551700859,1418.5125463394647,2496.6844148125024,1117.0303703478494,5466.123403847115,2150.956003748261
3380.953798909099,1093.8823937218551,5.105627601476307,6981.441672314011,968.4633054271713,3630.2454824103634,1087.9972291174763,650.0774568424102,3968.9464673684383,405.35084012191385,871.1592479693327,410.86087626040063,2579.481402525815,19813.418320958288,21713.20483081,1156.5486102987109,2031.8177926879896,840.1046221569337,5497.375563823442,2530.4285794269595
13834.568521578829,1967.486243891828,26.015128731405767,10999.912920196779,1292.8746086816802,5525.005897572501,4585.145246154816,492.45707241927903,1196.040553710642,225.86586463624727,263.5552566467919,2580.506316479614,931.4224170824176,10656.189838569919,5065.410825147903,735.4997885545613,505.65465628876535,571.0359064359982,3861.177840544151,594.7096082191459
13750.924395455242,2382.2003161002967,19.08506600236496,6657.118457293358,790.9233171154442,3830.872361933226,754.2925256057739,517.56549526694,1967.6745626814068,355.18120503439917,494.08013817348984,2029.5701974427748,937.9173921234067,13540.900905815948,6831.428859536276,856.177459921566,794.6346112421928,735.0863471743512,3679.742522237909,737.2484282847838
15537.75697263893,2606.064195177221,23.98235419005887,7142.373480163077,795.9267039522449,4765.49707482464,1992.4414483100602,568.8876288429869,1644.7044482819565,278.99222651449844,240.7444160647904,2332.8329837717465,825.2441057948712,11771.851851120315,5375.654094918462,728.6162149744194,623.7556913143852,670.0642453626284,3159.654185676618,485.7241469496925
3591.1554344443452,1093.1463329065816,3.2805494541889115,8166.644484107946,607.8312833407597,4889.548572495719,993.7590042550764,844.4032887553552,5100.104780074532,328.2418352492368,1123.9090957268083,238.61100177128623,2746.438347669284,20163.99858284005,24704.341206228477,1479.875326796802,2112.007001814296,797.8592836909282,5653.48155260187,2865.461521425259
14442.454708161791,2608.5552640460583,27.503711370282605,11342.582124800918,1506.4185520737506,5470.663983081949,4539.283422240662,650.9379828204983,1107.0633545528442,370.02955776175463,177.53565872245014,2608.934036541892,905.772401115382,8901.754510497507,2993.936777728374,998.5960580788029,286.62759594037396,534.0986050665441,2661.083324210021,457.06359067345113
4385.8980679842425,1017.631784493346,5.244992113590167,3038.425584562259,237.89691869471352,975.5532958899564,26.80841327216033,464.87160855628264,3991.0863394589646,371.4496243657026,988.4521572397526,508.12206194356554,2822.700360360828,18411.562366094,21649.816679775453,1016.6411268048927,2420.6585890810543,773.2334689750635,5428.1974038167045,2682.9873161738183
12069.03659607174,1294.6038462072115,20.48598191687216,2431.1282860044284,125.21732845201721,581.4423167273222,7.710453533059722,241.8470641420433,2161.416344521012,397.6096520279537,444.30276339558054,1983.4337011089858,1347.6112024059632,13273.318964905651,10372.725113672484,1223.3099063434315,897.2037798929817,598.6745212832949,3516.4169959127885,797.1479263332974
3458.736879937031,2037.315642575108,6.59288616582438,11733.144679268571,1646.8152980336608,5584.276259781952,4711.929905777023,1015.2542128816324,4749.633736293572,419.7139148182397,1149.9038491614035,240.7141560575356,2572.635086715664,19688.778960490232,21423.40260677665,1676.7596018853885,1798.3263548399384,1287.1308411912335,5679.927239200479,2607.6384744962506
10409.2143879244,1656.4030660608914,22.527612952550093,3794.976852221275,416.14530438034586,3638.859317255496,249.17672182150383,476.3075323392518,2520.391045747467,431.6320763821951,703.0524135583344,1417.9228232305627,2004.8611434599256,14344.775062167511,12754.512268173536,1233.4516049708122,1193.328832067003,768.6446061064702,4462.520751295586,1049.152946037401
9313.169374604073,1768.8720350793114,17.246141482885143,6443.135627895759,1069.648339553885,4069.660920279288,1000.853355638392,714.8765023335629,2790.2784808041506,340.71922592662764,716.0360499681713,1484.0591932707907,1779.0458918424408,14541.490525874044,16478.912630211707,1199.3504049732026,998.0483154200369,847.7508170192277,4455.894164233312,2052.53965364848
17235.04915675345,2788.0840952565472,28.70423866510164,7435.822256554312,1039.0756864677082,4332.3777027298,1964.815588989265,360.5800605737458,477.752709386307,205.432022906042,52.56102861443157,2930.996533548373,418.4529689023623,4805.212900297904,683.2196580634508,413.250833552536,98.00085632690973,381.9048925509249,1870.20661366294,110.58327843585005
