atoC,atoDAE,atoDAB,rpoN,hypA,glnALG,glnHPQ,nac,hycABCDEFGH,dctA,fdhF,nycA,arcA,nuoABCEFGHIJKLMN,crp,rtcR,fur,fhuACDB,appCBA,glpACB
4404.898398302906,4205.927139888608,386.14866691856673,3696.1831572845854,95.56641648662277,240.98851668631173,7359.972243372947,676.0196268674971,3915.641288093472,2162.914187832766,658.3704298389213,2500.459135215241,1885.5683306029946,343.79523149796546,5241.348185696882,8.358072932336977,5389.4964828677475,36.981865745323894,1830.556000357905,969.0883203258702
1793.3012939610828,494.85090654061065,32.74304193693421,758.6221225738902,39.02466317701673,123.15674816160973,4659.877865944693,516.5998272307736,1462.3843773389688,468.2522869786577,22.436873063582997,17.701667175827367,2612.7504536223423,37.836342241013995,4670.756763749109,0.3057632612954769,4136.214580782701,77.88279917179942,2214.9276235203492,692.9369300485522
6328.674408613812,4775.205675120278,484.86067402602134,9130.680890213842,137.43701922195308,254.9486144409314,10834.604259029318,1117.5055831045042,6035.776318409107,11726.529910696065,2338.8347814411577,11445.480908215923,111.33135537237116,2099.255212332698,2420.492893099909,24.347678881460944,3530.6807837974957,69.65705097053157,170.72680115335027,817.9845977248348
5871.341987900038,4676.737963767907,338.99645787249426,7409.916693566252,133.97465531851458,216.0281781111165,10348.869276940668,809.8227266009459,4184.300122438413,5300.271501696187,2025.2827763890687,9310.525426430351,569.8397676923153,2054.643608725532,3944.4783874025147,22.806761123077642,3871.6632376243238,61.41355621097412,999.5694381986267,1298.5138826916832
2810.5854624223925,1883.6177223776788,105.9142698651712,2427.0909893954017,78.83521048446458,97.96528232490499,5919.691274917,386.4256080028001,2910.605147281935,1828.1135462308248,197.1642080358436,475.5353011051319,2506.2043479987187,124.63365338296008,764.2686854167223,3.4666871790323075,1611.9988203105015,85.76158893354693,2161.412208698541,168.67693447389925
1782.097668366582,448.3700862994839,18.741848966421344,878.2053679460632,53.90555929290525,176.9297779015435,4433.704000513441,458.12053016252787,1937.0389599553698,374.0825910291716,46.727285265404156,45.072164483297435,2840.6786946943926,38.27260824986285,8620.953831019979,0.5770013624098959,4757.616281954387,44.03652976605121,2206.2153600673387,798.6119900393743
2564.278138850952,2083.290138331453,113.43234399585708,1396.9640760419918,49.26116366137149,202.89940924263766,6810.751180385361,629.1986349814574,2246.7322636496306,690.0866938802693,100.36402678203191,132.0787242484709,2879.9581960244914,74.29125119059903,8194.107703769008,1.3916861201282869,4660.223265865509,59.72788171625135,1603.7619763582456,1014.4567891002723
4600.3909415996995,3938.2193111428082,349.9378896665501,5979.926663709036,112.75648365986666,193.36779038329047,9622.419332318292,811.2081851211681,4662.963602714901,4136.677891520224,941.9367176875144,6202.215226152535,1369.9603065534309,1130.5270221514727,4477.257332575418,12.908763263168582,4582.243049641919,62.3333970079758,1478.8593610269281,904.4411850450853
5926.2422271502355,4659.945185495712,473.80330422620176,5640.238089687512,123.65149521128656,258.59234754464825,10171.872538468871,910.1059200035936,6058.988633240475,3258.008775388339,1253.7305754844056,6530.986101818451,1142.7443199324139,1658.726664157567,6929.81394604083,16.413867250235466,4106.885885399931,59.74634351329344,1381.3707089989932,1440.203689124432
4260.19225886128,3451.534762862394,226.85284912742824,3437.076238935333,120.08788296032128,200.306435477824,8082.9678975507495,683.4089089938986,5142.741958259109,1821.4612384283935,740.9244959190651,2808.423759781441,1743.286959794501,375.5203368761168,4253.620452693286,9.058769069072797,6587.9284016834645,49.926510922117565,2052.054286248267,630.4809475905023
6279.292014063224,4760.36493813574,479.79522177632066,8754.37812927141,136.50575761388876,166.07843696923257,9337.49855703934,906.7781798078282,6630.1489240613955,12926.27593971889,2296.529673241806,11263.725764894036,154.25994409704066,2098.8778999914653,496.48926572558264,23.82875913538977,1508.7917681248255,84.9054731655933,351.6856176813605,302.0910072450442
5758.702248563299,4670.028078240946,449.5652474362004,7335.754768785772,130.03461452393995,255.90145965508813,10361.56533502458,687.1427165823254,5464.4040249460195,2744.8176254945265,1499.6091895706768,6868.137428914602,1021.8074384895348,1273.6814174448525,9939.250884013249,19.026449251900765,5970.948898269041,40.178866102547246,1136.9801290382359,1626.7122396913712
395.621669839234,8.955924493320296,0.4619613614430372,166.67275709056577,9.003395250872007,157.4266483067721,4373.483666198063,356.4109984404638,641.8514568241326,93.74299435636965,1.4785527656738853,0.3847647016504028,3122.1477261021078,9.800032821082436,9074.266427327775,0.021046692548306524,5880.065728019692,45.07738980199687,2313.541203753865,1156.9789733456532
3889.584251604601,3189.884888017529,243.96716268965463,2510.538685372707,86.53676274316723,164.5692349362021,6950.728680327479,572.5233613304503,4405.5046540657795,2065.0451505952833,556.7731744961271,1340.7663451486,2382.3203605800913,332.71665157284576,1989.169913594672,4.0108171166866615,2532.184163440742,75.46459252624952,2006.601649443423,385.9905255144999
4768.617795375383,4256.7478454804295,358.69401501865855,4440.465350283665,97.24282318382264,192.238682430624,10147.177582410848,816.5505892589183,4078.661677029248,2730.7201658755803,866.9620919093393,4316.970223834893,1962.3711153752195,592.2696556531941,4223.84172096269,9.383902515473109,5575.499968259572,54.376329651558294,2211.0230240685905,700.881175659531
2915.4053131373125,2171.9582657546675,131.8057263413145,3417.8200426512435,96.15691154793049,212.56272064397498,9497.853350083444,630.5927584301203,3260.6178355880543,1699.6033135251114,578.1589150357038,2958.182304373974,2070.8370894979143,282.85719109119486,3186.7926189755585,7.2897519354598534,4009.807344179371,78.10907957196835,1920.1472358731626,837.2405799645845
5435.764581004901,4324.635869259599,378.8376074764783,3727.516721552237,122.52673905650751,262.28476041319317,8449.566563161346,685.4634933953378,4189.999662445914,2147.5063828698608,715.4890578791127,2948.3397365256865,1449.2226288200175,697.6595385398033,5318.5705358166415,7.766990206918286,3571.275618887263,57.81913470454385,1710.4965377284266,979.952966844183
3823.8760153135327,3105.5851149693963,213.68970935191498,3818.3751160624597,113.61119145792769,239.06217057979083,10287.57963007783,704.6754339608037,3177.8951571094067,1734.0319630353142,606.1335087549808,3272.723775666462,1915.353898706794,411.6596470766315,7258.295217666093,9.917933383173775,5327.074116755199,61.95931950136071,1811.5862455498739,1004.0046112327286
3378.0869776479326,2369.5569296393783,314.12345937914864,2256.857784384134,77.54812592186201,104.70731023807888,5941.105936815824,518.2267839819458,3467.100789133373,1730.105074949162,295.49925636993544,696.0029102556167,2359.954236499569,175.9581166425559,938.3234587696703,2.8748017862551896,2320.891779084773,82.88547530853077,1592.9613049266434,225.17360794216012
4277.501203155052,3471.0936023171694,388.13573283858034,4415.582272759122,118.55918250675593,125.13195680897215,8396.880377451223,663.6599848787707,4969.372920780687,4480.412572102876,938.1363874599864,5083.587023690853,1656.0342525802207,743.6197672150593,2140.830969038968,10.952227912875866,3279.664804386059,69.33442326095684,1028.7924245188265,386.510184613829
5163.70834535936,4591.444516291061,413.2731457455619,5750.5628985456515,120.16988928379801,222.18803265566441,8413.037017399078,822.9557383779373,5127.395136614721,3415.907556239739,1136.1321701094114,6852.190620839213,1254.1522271114025,1129.113478273652,2797.4595757621837,20.269396615614408,3299.983821838612,69.54009984904278,1262.8942243774989,558.7425444019945
4977.19187543412,3820.476779100265,410.4388690975802,5599.395495826208,124.43085432219908,259.2746807240024,8762.4694214481,736.9424626186569,4808.757837259288,3461.878250852404,901.926366429553,6392.028369187994,1498.9433198502688,1152.2992522404304,5960.176223191428,13.080020559295619,4095.4576462459167,56.072907850237144,1687.9787402713393,877.5170385435083
235.75943604158675,1.8457129134508947,0.1002686459356776,98.38306728328723,6.057292167762071,136.72492920466473,3390.972540480172,356.596403744469,398.4558945146086,76.1094858116182,0.5498821731779532,0.05783356775915657,3148.1756593637915,4.744450066395565,9152.748824250406,0.006166554515428485,4324.877365791119,56.87483516883128,2320.6675544639193,1090.6449098491464
4440.391099822684,3837.495100344248,352.25206316540283,3589.3188281048083,106.54792683730463,202.68449454195127,8817.236744984622,709.06971631612,4231.970514077906,2333.2972627340505,784.3635414124132,2897.853826139679,2113.236409284172,545.9414252396299,6510.744820192693,10.59236457733775,4356.334924766554,70.84722902472377,1747.2881417636263,1356.3965759739938
6244.831972080418,4740.448349711551,479.32168296723074,7355.483849695865,131.75732620703957,221.2468249282943,10685.539386551303,825.4784681902672,5466.30471997766,7649.865339035495,1835.6846171064149,8327.547249021321,629.0913275136833,2044.0586787647394,1696.8981748966314,21.13750335302414,2904.178261554249,66.63746470659639,856.553035647453,555.5585866975157
2277.577310145408,1190.2520655831725,57.356018999633896,1551.1656567569714,69.61016793166196,177.57643535320076,6809.1975999494825,798.0485650378522,3128.4062411061627,853.1670032493602,160.83984336292747,263.93853152033597,2386.714943374333,167.52017930887277,6159.463731983667,1.4910051378275715,5006.464716811292,55.77509274309891,2216.265647072237,1023.4579083142632
4179.79341316407,3677.1922508743774,311.27958778030006,6204.243238820515,117.48866944640345,253.74263385874386,10211.183624876609,887.60708962167,4737.762718650079,2552.586641873505,1175.061509185688,7485.257833935843,1376.8167691861286,1434.3306762470636,9536.958568525937,13.414773192879036,5598.101616054574,64.24481690668907,1173.9134677751688,1805.588566045365
6373.836779002831,4789.14697163282,488.1273251671343,9262.672433761212,138.1441932144021,261.75767045904405,10683.489135471447,1106.0316220851441,6368.3018008504905,7852.165105635653,2407.0264722532825,11776.749679580862,10.388080838804298,2099.3150797123944,4317.251245300154,24.824987830535488,4295.348638095956,53.06692145644069,15.610949878664925,1311.9974333593452
5302.03173155072,4113.22760895942,425.3149147278555,7627.343875460918,130.22965122609438,202.72478790268107,7226.781196288304,775.7750277488948,5623.162842717508,5584.743291764196,1811.2250452000205,7718.990455686637,1101.2264320997099,1509.503649838113,2409.8915815547675,17.264614779509447,3164.244448613483,73.02533679501074,779.0314226904933,541.0888577335137
3261.995193474141,3329.8147151297358,209.42403413584785,1958.0393490511065,73.93434753321066,229.7760601179057,8868.194120822296,652.3155011320886,3437.4586989312593,1057.1348039015907,244.0804277567151,551.3863211085613,2559.0160593007668,96.07679418360144,8986.950601410319,3.2802289351150535,5764.885134013297,43.215042182936,2100.263583580363,1260.0053466005675
5850.614435314227,4402.153681827872,446.3618771217393,7732.55392580649,122.712343732048,231.3928505670629,9630.562372553017,728.066027612918,4971.354590536087,4850.629476455671,2083.0033557718907,8646.62093293761,1043.7729633311335,1940.8918800248728,4526.25571222504,20.32874031332907,5177.57431629884,49.74342795630084,1080.982872872943,1059.8611715518737
6140.931035931978,4468.720491354324,432.9731977207576,5219.74727170687,124.59455074553543,218.2307135480196,9906.115948674124,600.3644392342143,4771.444991648134,3065.545053442649,1123.9370803652876,6709.837023619929,1657.8516704261276,673.3763254633517,3313.2366785434706,11.872069541586471,2659.2343850895018,74.32975824177595,1374.5482424779868,617.2901507433024
5181.890733243446,3381.949651155419,372.42687125649684,3899.959414202111,89.85552178005337,265.6828324332718,7937.637253108994,597.6360984439308,3821.6095103168877,1225.7465783848022,735.95133909963,2420.850276618147,1525.3653649991868,573.8198400514368,10120.86214681603,6.953775182078682,6273.865268248037,37.98197942166792,1788.3800576118051,1447.8885738353704
6140.295517141034,4596.911735844119,470.079263885728,4697.664183742215,116.93121626553709,190.19182788088287,7568.187019503623,577.1864528273933,4585.934506790596,5647.501664681702,1151.8196716214866,6938.3709862557835,1058.6353687841797,1722.4720228359658,1658.3328320279938,15.462497393976074,2247.6192244382573,57.667570483437096,920.067556840629,449.73591859772534
6062.212836875064,4668.4336456292185,465.1659812774312,6680.202949165055,126.60518322225927,242.49983311463097,10489.496721899377,991.8232128097033,4935.7534009349965,4505.778034221074,1517.1067200422629,9839.582447412164,875.9695934910865,1718.9357734343716,3655.906332799072,17.99011433868981,4250.277544086475,57.13893979551881,1281.9236356082135,1023.5866113300567
6204.808903218453,4718.5531420164925,466.66542802906457,8083.736876438368,135.10496726863673,243.10652658451636,10933.369290444409,1031.7792064537214,6291.957384431333,5445.061286013184,2296.5715568968462,11210.092457107816,168.31890837931118,2098.6165156084385,5974.593422532392,23.31913820868154,5227.881702141324,59.96583386226376,346.53871189740545,1540.3505643203562
3882.052998539703,3114.104142292005,221.45965622836803,1597.6763404017045,64.95677924716601,182.9718325568526,6243.1190076997445,649.3003968453842,2447.727718616893,520.2303359886095,134.09057163657394,224.5167269354329,2533.367048803685,102.26166328449169,10098.395428243091,1.8454939653334064,6081.81370355469,42.71539706741853,1957.882723943499,1472.6680021233954
3710.0154098885296,3257.4174664044767,256.222562179434,3252.791500223657,93.73148470245813,173.45385244744102,8738.669845034483,703.6727588511269,4012.1964976936297,1582.8851586827686,553.1758725029293,1945.8152672079032,1794.7196797937759,477.1917899194092,8638.385343338356,7.8785843534545705,6003.2663619031555,54.52377522157226,1947.315904859224,1439.8308879008746
4146.3468958711355,4054.339833926109,291.8969325834522,2841.277965627766,98.10724144824849,224.00162053757057,7073.208537360586,753.6985454943772,3998.961414822521,2056.5815257040745,347.28050096584485,1394.5293677358788,1970.1230884467625,284.11768480044833,3227.7785544193,6.044086936705729,3804.3363693899214,49.97878574503685,1901.633638491941,695.6972348688188
6255.440867953554,4755.786430553896,481.6497303466005,8722.113205435957,137.03973618801228,270.17280164394055,10846.484094673864,893.4032044049104,5163.435945800289,4100.429244830439,2321.407434296984,11423.286417413916,220.27467251822708,2097.4386804743467,7978.870083232455,24.002659252002722,7232.53005355788,44.886355757315314,360.06054585579346,1846.9508419925
4725.586497222071,3452.154340771817,335.61641026999536,3960.294739838959,102.45368165566185,198.44635675534667,7052.488351666062,535.5558374391127,4351.957217308075,2685.779822115269,612.8391196003453,3029.1409478529686,1786.8106285432048,604.3315030733092,2338.593938161922,11.225065107007143,2990.3597801953656,73.10258943803262,1598.3044943506782,407.5051804065461
5339.961222963681,4477.951026239682,376.7611690339194,4821.191028680416,109.0712776977313,223.43326716000053,10003.3099705566,713.2839851500047,4182.4824397480015,2269.344950410789,768.2001545761225,4937.289813970117,1535.7767595928333,1036.6465040684143,9837.636676742644,12.88166160863719,5797.576464957497,49.65865193152611,1156.2920827288915,1448.0036257712336
4791.582755718737,3845.0839995123906,366.8196340399313,6029.768990409766,128.10816717139485,214.98100296953305,10186.72066478765,1290.7327801535064,5572.442037359616,4356.5222679018325,1472.0172140168036,9830.913566588544,1116.609542640754,1581.2870848913926,1821.8499866009436,19.084345343974704,2595.3185175466056,69.94484769759349,1486.46407440728,477.3527056481463
5378.122800662398,4601.625536313099,363.90842514321434,6911.581668149253,114.84945948831272,226.9705537894718,9012.742153175132,597.8323412327562,5659.819338287362,2657.4439400443757,1360.7122673774886,8922.859646132207,975.0583355748256,1925.9638637297485,7010.691864017154,16.643885558536198,6583.318295939794,37.144734415320414,1175.7699448247595,1073.5018915033231
3516.987736424324,3391.6514602108923,220.14257178209735,3522.856094513809,105.70909281712599,183.77106601100758,7013.779013706047,623.5377673887374,5390.293693702188,2440.5151463974507,700.0610638004695,3119.6652603581074,1812.8797949588093,577.7763793799555,3106.1507575890882,7.785592708863808,4766.667246952023,81.8273133897577,1959.1081828450885,718.1159665816873
3301.38196811104,2617.23951754703,349.9552621849993,2311.3335314158785,89.90160955852379,179.77549874855666,7226.7724312460705,664.5970961865995,4044.284533972,1879.8995095281339,422.3021533159383,1489.5253044954486,2223.1899387541607,300.68551379469176,2908.3671060722845,5.640125242795168,4197.2575698848295,68.66112529885903,1894.2271596469905,501.1103798531157
503.88791035268247,23.412049867583054,0.9920243223114976,213.08757417369804,13.079587091685507,152.13476192599086,4371.7144156736795,399.94942157222204,769.8203434137248,176.84045829846897,2.5689655493836567,0.9090146485110104,3102.52621456016,11.199285455620029,6400.967983581997,0.032321973456032785,5383.7123705719205,59.07994736807017,2302.154680210148,703.9334990463019
5951.924058425597,4124.266088811481,460.4399178852187,4636.133533733605,127.6865425544752,213.5830537205317,10489.915926864463,897.0779015907925,6029.26083192984,3623.3765090197967,1010.4973486648564,5207.886232954127,1511.0235675855288,1196.9971552798386,4406.144336479552,14.100044065703553,3636.076059814128,68.21226560747456,1602.8354503723126,919.8589273049828
5129.062090244295,4067.9422647775514,391.24260255562797,7969.766091826242,115.5544162002688,268.80918759707174,10265.42543123562,596.5843375130222,6224.632446873937,3720.933129513527,1584.8155332263298,11179.945249780112,932.3029554030878,1897.550853776084,9219.964694140053,21.959740991762825,5060.9855320956485,62.906796763007975,1094.7327855653314,1626.6795848325519
803.9261548299633,55.05760051513684,2.6691743440723035,618.1651336295163,30.569648801787967,176.13199387934716,4406.880454988994,534.3276040168081,1404.9594753069393,208.29314373066825,16.156052756571135,8.193623326968874,3005.9549947615888,19.91917151577423,9443.458298446294,0.13981070321261874,5701.847727718212,54.44529888515566,2283.862444712548,836.7392510361245
6273.8162266760855,4756.404163552102,481.5772539408555,8000.281388699884,134.54148763237262,254.2845509262072,9976.756871851341,717.7788270765033,6286.387799091692,4980.5321705759725,1831.4998258695007,11343.555435187911,417.7131470901815,2080.0327387243287,7203.762349097587,20.452796401055007,5313.753872058725,44.176949203815546,534.0145056231955,1712.2210610510986
1367.7430141072796,517.8831581853303,25.67318616748103,925.8537244758355,48.28762352845122,117.66030941598007,4802.226076967666,495.71666927319745,1668.184127610824,724.5602063849827,31.77586143914082,38.00608320374944,2792.4231328029828,30.0387774922264,1838.807790904422,0.3827173560245044,2946.0281584392656,81.68387955610126,2191.975171384016,330.0281643688967
3700.3972026472798,2573.61710501157,263.48607961852537,3189.2050362828563,105.7202424924735,204.94372179053016,8960.371567791319,720.9325688327227,4380.91911267827,1739.6172224862728,664.9812408681186,2767.3284119745317,1977.93119436213,445.1779715748111,7915.317242612687,8.412375620171195,7107.44663483396,44.709578293773546,1613.854434082834,1335.364878956029
393.2622689330965,6.920519397413215,0.3503974247771489,167.00496671507273,13.148580280978758,109.98922659359751,3371.1345890459083,360.35573527539236,610.9088560347969,257.895597235025,1.4524497978075357,0.4520692776300041,3107.951097018988,7.615069533721867,2979.784019779064,0.02457943295636157,3711.4143838223054,57.21524480971422,2312.19422491476,515.5242123146004
4290.806808935462,3251.204958059289,301.8403319488517,4231.578516395026,112.7779681712545,233.41002480183744,8468.348797346007,729.5909770545543,4757.875326219863,2384.5978729630697,1018.6061723543042,4392.388781646644,2059.068981009767,828.4868323665861,4336.579051702948,11.99259033471579,4558.94495512676,70.33703504929454,1599.6708887846225,904.8508075663033
6172.648705817768,4679.034391823291,465.48608722355334,6134.605476376562,102.76866248629827,153.3074718460919,7475.113029047426,704.4530882155101,5210.931121140718,5463.8430058618,1214.7577733169512,5586.425803372775,1261.181870001308,1761.2034215309434,1284.8097838438189,12.910341285308563,2510.807428729915,79.32830596912257,1345.4465173927267,300.3469927410005
4146.345346997791,3023.5103369788753,300.7971547331677,3044.891027391057,95.19888948853828,193.02791627749676,7042.577206589448,697.5677926777215,3365.7304995494337,1990.0632089499045,603.1092351020311,1826.5843105694885,2598.912282871185,268.79519462586063,6174.443738360555,6.544130264855168,4623.649038746469,50.18706321807736,2189.071242301612,1250.2051861556802
6213.220633051344,4714.131434844047,453.88573630124665,8197.381088357028,129.39321393364165,222.67154194584575,10440.871938602917,966.711506100919,5230.881668169853,3542.4116945852697,1569.906271200026,11058.339356937246,432.62616779462167,2073.643948602832,6735.45931594523,20.217028903625422,4957.968904407602,53.648945584219334,621.7321068591044,1333.0239064466032
3618.479567749109,2762.843322459711,198.955625078638,2125.8569773963995,81.7488680925568,233.15858287428563,7885.302673801224,730.8737016052772,2930.308407317561,881.4507244725264,471.19192265093665,1060.7959192382268,2243.2748108347087,179.6234716748255,8400.402970947789,3.8407876540585697,6237.7463767022155,54.66116873597237,2100.633487930288,1138.975282467178
3169.9803319211046,2987.7152053052614,162.59963634548598,2304.078216477289,69.58800304392578,196.4669176864788,7025.507766966051,561.1267681399913,3919.170040950098,1044.5191043630257,266.5306058455487,567.1701946814784,2428.3357137185635,186.221200721284,8907.771003631977,2.52473069356371,6167.816289099395,49.0538672096284,1957.5904897394748,916.9771874608863
5365.156378921373,4399.779212722672,357.0137947701938,4272.302485365752,107.07117440930377,255.8035891234842,8834.681060278826,678.8024803348387,4589.538575973067,2236.4516710864827,984.3147253166853,5850.030086290978,1480.3930718269394,1054.5474446066198,8294.720234517512,13.941669060711865,6896.020386978933,45.43055721000294,1438.1228224554611,1581.8569101917074
6027.638129104488,4594.032392014161,460.16289088679116,6670.168251760554,128.4389636015255,218.25507677323998,9193.154938891226,847.8795225065703,5273.652559667089,3098.659386929408,1614.5720747653672,9865.567154561904,1017.7562776512773,1778.7921475720373,6976.356745578623,17.075685277828967,4082.715505629922,67.10363213646299,1086.2271631730864,1614.0715889222613
5483.180987196371,4136.311203745076,278.89789007650296,4215.055785352817,131.61910286405978,238.20409349762025,6673.843698795378,701.3243370938043,5446.6362229566685,2516.439386619411,1031.058016936664,5397.592570466465,1087.6893749928693,1529.4826676572445,9370.50563857119,12.429972030827827,6110.654867432616,50.03073703314378,1396.5684386151986,1751.1122242768631
6214.490623124103,4719.639768984027,476.2499695848614,7119.9335726979225,127.92554067688252,148.70129064050002,9857.230180528288,724.1259278549711,5455.797331335767,9717.59824510672,1801.4090564994299,9324.497819734881,539.5175694193853,2053.474298548041,562.2705629418643,17.411630885651473,1240.915834054995,86.68929115160063,727.4643121378367,186.55773300537663
